{'elevation': 19.0, 'canting': 7.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9038123755741299, 'frequency': 35.5, 'n': (4.927401031202501+2.7338292434245637j), 'wl': 8.444857971830986, 'prefactor': 0.05438238468879906}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
2.3499999999999996,10.065797858423283,8.50672250083541,12.78037691044648,9.15936616664183,0.00520646567507476,0.9047823838940625
2.36,10.191596473092277,8.613156207077399,12.945919179581805,9.39572431603176,0.0047470790314863036,0.904075508907648
2.3699999999999997,10.316246052957728,8.718835364057949,13.111430427323953,9.637143453470804,0.004274948094410454,0.9033686468862705
2.38,10.43969046012884,8.82371801245566,13.276878227662438,9.883709904389399,0.003790314511244768,0.902661800101608
2.3899999999999997,10.561877440345887,8.9277661268708,13.442235065479071,10.13551109388195,0.0032933710637405335,0.9019549708155105
2.4,10.682752580818013,9.030938822834212,13.607470928018143,10.392635556006331,0.002784394904847356,0.90124816128
2.4099999999999997,10.802264662762347,9.133196531172983,13.772557524433871,10.655172943122325,0.0022636346828172004,0.9005413737372705
2.42,10.920361615087801,9.234500487532248,13.937468409034777,10.923214035269412,0.0017313335281982092,0.8998346104196879
2.4299999999999997,11.036993045910931,9.334812718756593,14.102175480734676,11.196850749583536,0.0011877543770037874,0.8991278735497905
2.44,11.15210788907275,9.434094709989624,14.2666543582404,11.476176149753208,0.0006331385816145699,0.8984211653402879
2.4499999999999997,11.26565781240725,9.532307018821314,14.430880312463946,11.761284455514566,6.781688724651807e-05,0.8977144879940625
2.46,11.377595328099197,9.629414023453768,14.594828869691593,12.05227105218581,-0.0005079546650560839,0.897007843704168
2.4699999999999998,11.487870026923787,9.725377927314577,14.758474955788097,12.349232500240554,-0.0010939125700032608,0.8963012346538305
2.48,11.596437673301876,9.820160623912779,14.921798871101899,12.65226654492058,-0.0016897216957571226,0.895594663016448
2.4899999999999998,11.703251172395827,9.913727277434756,15.084777279275498,12.961472125887504,-0.002295100058053222,0.8948881309555904
2.5,11.808263938515879,10.006041844569067,15.247388467479205,13.276949386913833,-0.0029097954460484505,0.8941816406249999
2.51,11.91143438582626,10.097068725015996,15.409614275965556,13.598799685612946,-0.003533447020249401,0.8934751941685904
2.52,12.012716714485617,10.18677296026345,15.57143408533495,13.927125603208463,-0.004165798770115584,0.8927687937204479
2.53,12.112068881385897,10.27511939096591,15.732828711006906,14.26203095434253,-0.00480649004145312,0.8920624414048304
2.54,12.209449451018173,10.362075277469645,15.893781941323143,14.603620796923506,-0.005455235839967297,0.8913561393361681
2.55,12.304818277046271,10.447605756458726,16.054275726962803,14.952001442012556,-0.006111699227484505,0.8906498896190623
2.56,12.39813428041831,10.531677013336724,16.2142943495817,15.307280463749652,-0.006775590646687771,0.8899436943482879
2.57,12.489358369127569,10.614259721664013,16.373822465671292,15.669566709318467,-0.007446624374019381,0.8892375556087904
2.5799999999999996,12.578454059798467,10.695318171281716,16.53284514699617,16.03897030895067,-0.008124410412681285,0.888531475475688
2.59,12.665383512028727,10.774823373220533,16.691349442000664,16.415602685969237,-0.008808653324697692,0.8878254560142704
2.5999999999999996,12.750108174429824,10.852743133302594,16.84932053260881,16.79957656687087,-0.009499043166234103,0.88711949928
2.61,12.832594112123319,10.929048214006807,17.00674731374712,17.19100599144776,-0.010195289400334344,0.8864136073185105
2.6199999999999997,12.91280887738923,11.003707745920718,17.163618344879495,17.590006322948295,-0.010897019053234685,0.885707782165608
2.63,12.99071782529898,11.07669413148434,17.31992370954701,17.99669425827712,-0.011603948946577168,0.8850020258472705
2.6399999999999997,13.066473712864743,11.148307608629104,17.475646464456652,18.411187838234124,-0.012309847318239196,0.8842963403796479
2.65,13.139687239084964,11.217881557112714,17.63078867241853,18.83360645779285,-0.013025842161556259,0.8835907277690624
2.6599999999999997,13.210500896082188,11.28569874663138,17.785337118358264,19.264070876417787,-0.01374603850840696,0.8828851900120079
2.67,13.278884635993233,11.351731940033746,17.939283439413572,19.702703228421086,-0.014470179782785095,0.8821797290951504
2.6799999999999997,13.34481243680424,11.415955297735474,18.092622526990848,20.149627033358158,-0.01519785042753795,0.8814743469953279
2.69,13.408254602410794,11.478344382430022,18.245347090386463,20.604967206462707,-0.015928834576789067,0.8807690456795504
2.6999999999999997,13.469186142619328,11.538873315327878,18.397451850098726,21.06885006912063,-0.016662749547397788,0.880063827105
2.71,13.52757898023335,11.597519091607888,18.54893239741043,21.54140335938338,-0.017399354186599807,0.8793586932190304
2.7199999999999998,13.583411240466345,11.654256385979345,18.699785490203052,22.022756242520153,-0.018138325920661245,0.8786536459591681
2.73,13.636659645206393,11.709065166595384,18.85000764136283,22.51303932160957,-0.01887932217972123,0.8779486872531105
2.7399999999999998,13.687298602616085,11.761921670427876,18.99959680291668,23.01238464817018,-0.019622111126857727,0.8772438190187278
2.75,13.73530874627011,11.812804112212364,19.148551121937267,23.520925732830456,-0.020366353979854812,0.8765390431640624
2.76,13.780670107938402,11.861694661138278,19.296870313267554,24.038797556037597,-0.021111764668082345,0.875834361587328
2.77,13.82336245851077,11.908569982717559,19.44455435848032,24.56613657880584,-0.021858046823186053,0.8751297761769105
2.78,13.863365859707711,11.953414084476174,19.59160295431896,25.10308075350357,-0.02260500865116252,0.8744252888113679
2.79,13.900664467164198,11.99620509839076,19.73801876040931,25.64976953467994,-0.023352239937679473,0.8737209013594305
2.8,13.935240213977307,12.03692688505793,19.883802756455044,26.206343889930316,-0.02409953332966372,0.8730166156799999
2.81,13.967078783560561,12.07556284829463,20.02895818437434,26.772946310801174,-0.024846667213057484,0.8723124336221504
2.82,13.996164760929219,12.112096084847256,20.173489660332095,27.349720823733858,-0.025593300583668644,0.871608357025128
2.8299999999999996,14.022483657089525,12.14651097449585,20.317399464846837,27.9368130010478,-0.02633922061186024,0.8709043877183504
2.84,14.046025263632963,12.178792080850403,20.460693400976556,28.534369971962676,-0.027084122703341967,0.8702005275214081
2.8499999999999996,14.066776310053232,12.208927330771907,20.603377617774314,29.1425404336597,-0.027827812306452267,0.8694967782440626
2.86,14.084723845785367,12.236901229020622,20.745456587703277,29.761474662382334,-0.028570071998336166,0.868793141686248
2.8699999999999997,14.099861754676839,12.262701508703294,20.886939074365607,30.391324524575776,-0.029310578624143168,0.8680896196380705
2.88,14.112178459510972,12.286316707253123,21.027831109015672,31.03224348806601,-0.030049184762889748,0.8673862138798081
2.8899999999999997,14.12166655160499,12.307734980646396,21.168141027626497,31.684386633277583,-0.03078563779837374,0.8666829261819103
2.9,14.128320803249519,12.32694663327408,21.307878812624363,32.347910664490996,-0.031519670773763664,0.865979758305
2.9099999999999997,14.132132872091278,12.343939847806796,21.44705203142674,33.02297392113878,-0.032251147575839835,0.8652767119998704
2.92,14.133098217405326,12.358707901362068,21.585672701746667,33.709736389141156,-0.032979840835094906,0.8645737890074879
2.9299999999999997,14.131212747890062,12.37124224295271,21.72374924067368,34.408359712280486,-0.03370553932681632,0.8638709910589905
2.94,14.126473648159116,12.381533806572465,21.861294428015693,35.119007203615226,-0.03442804798180136,0.863168319875688
2.9499999999999997,14.11887827803961,12.389576664577856,21.99831843745078,35.84184385693267,-0.03514717261755901,0.8624657771690625
2.96,14.10842447750952,12.395365231173377,22.134835194185122,36.577036358241216,-0.03586279688525056,0.8617633646407679
2.9699999999999998,14.095113214221248,12.398894438023301,22.270857356952472,37.32475309730142,-0.036574686059117914,0.8610610839826306
2.98,14.078941557786344,12.400158308253895,22.406395144148245,38.085164179196596,-0.03728267476813326,0.8603589368766479
2.9899999999999998,14.059914615305392,12.399151794265268,22.54146735081712,38.85844143594215,-0.037986623467804896,0.8596569249949904
3.0,14.038035369482024,12.395875506140724,22.676086813182483,39.64475843813452,-0.03868640202087318,0.8589550499999999
3.01,14.013303047394075,12.390323745250718,22.810266746530292,40.444290506638765,-0.03938182784787497,0.8582533135441904
3.02,13.985721437159595,12.382496265532682,22.944022027516,41.25721472431592,-0.040072809171478964,0.8575517172702479
3.03,13.955300593101912,12.372390380334046,23.07737229744941,42.0837099477888,-0.04075915591694715,0.8568502628110305
3.04,13.922042979486116,12.360008297951344,23.2103313955732,42.92395681924766,-0.041440797061873674,0.8561489517895681
3.05,13.885953772226152,12.3453499378584,23.34291418265591,43.778137778294386,-0.04211763386625165,0.8554477858190624
3.06,13.847042896998364,12.328413636291572,23.47514151362496,44.64643707382645,-0.04278948987372156,0.854746766502888
3.07,13.805320508584238,12.309203947337277,23.607031236901904,45.52904077595933,-0.04345632171048896,0.8540458954345904
3.08,13.760792209868757,12.28772305598157,23.73859745885376,46.42613678798886,-0.044118006642891956,0.853345174197888
3.09,13.713471024647438,12.263974079886493,23.86986260584924,47.337914858391954,-0.04477449172019592,0.8526446043666704
3.0999999999999996,13.66336789301358,12.237960011539686,24.000843398786714,48.26456659286717,-0.04542566701494917,0.8519441875049999
3.11,13.610495547414212,12.209686984964776,24.13156100942953,49.20628546641401,-0.04607147940273165,0.8512439251671104
3.1199999999999997,13.55486719493131,12.179159991792798,24.262033877006953,50.163266835451346,-0.046711863788360564,0.850543818897408
3.13,13.496494570923533,12.146384472836484,24.39228153315297,51.135707949975455,-0.047346780686069484,0.8498438702304705
3.1399999999999997,13.43539359156538,12.111368633549828,24.522322734807798,52.123807965756576,-0.047976188703553115,0.8491440806910479
3.15,13.371585473909024,12.07411958576482,24.652183047579605,53.12776795657524,-0.048600035240210934,0.8484444517940625
3.1599999999999997,13.305080103114149,12.034644072978073,24.781878869616936,54.14779092649716,-0.04921826118785183,0.8477449850446079
3.17,13.235898272096147,11.992954331531896,24.911433378179424,55.18408182218792,-0.04983091126914272,0.8470456819379505
3.1799999999999997,13.164057898040808,11.949056774559859,25.040866518067848,56.23684754526611,-0.050437894261971004,0.846346543959528
3.19,13.089584314824034,11.902963854977438,25.170204773119526,57.306296964696344,-0.05103925292443492,0.8456475725849505
3.1999999999999997,13.012490619014757,11.854685434775764,25.299463778179405,58.39264092922075,-0.05163499533246903,0.8449487692800001
3.21,12.93280395361789,11.80423624408911,25.428670205991786,59.49609227983021,-0.052225099521737914,0.8442501355006303
3.2199999999999998,12.850545018338567,11.751625642898112,25.557844440002476,60.61686586227425,-0.05280959348876444,0.8435516726929682
3.23,12.765737388848995,11.69686910446194,25.687009550220896,61.75517853961055,-0.053388509237244815,0.8428533822933105
3.2399999999999998,12.678409006128403,11.639979052194883,25.81619003931017,62.911249204793116,-0.05396187508367373,0.842155265728128
3.25,12.588584628174345,11.58097243685104,25.945409123641795,64.08529879330017,-0.05452972453641453,0.8414573244140624
3.26,12.49628958045477,11.519863587784368,26.074687317389124,65.27755029580057,-0.055092144455354014,0.8407595597579279
3.27,12.401553957552528,11.456669182955142,26.204050197885923,66.48822877086006,-0.05564912552043814,0.8400619731567104
3.28,12.304407560479287,11.39140690876367,26.333522606688426,67.71756135768595,-0.05620079357125465,0.8393645659975679
3.29,12.204876676899001,11.32409385666538,26.46312477139351,68.96577728891174,-0.05674719173454359,0.8386673396578306
3.3,12.102998610381645,11.254748903420442,26.59288345613309,70.23310790341999,-0.057288394733792346,0.8379702955049999
3.31,11.998802765940917,11.183392489367112,26.72282188183364,71.51978665920544,-0.05782455962315596,0.8372734348967504
3.32,11.89232433777866,11.110043067596603,26.852964514685215,72.82604914627603,-0.05835565418368585,0.8365767591809279
3.33,11.783596391540579,11.034722299723231,26.983334688168426,74.15213309959441,-0.05888190289237878,0.8358802696955504
3.34,11.672654884524892,10.957452551168828,27.113956793276145,75.49827841205725,-0.05940339018294881,0.835183967768808
3.3499999999999996,11.559540953787174,10.878257039195036,27.244855349263645,76.86472714751494,-0.05992019077973787,0.8344878547190624
3.36,11.44429034914359,10.79715600488003,27.376055537707504,78.25172355382969,-0.06043249811754059,0.833791931854848
3.3699999999999997,11.326943481888472,10.714176406791902,27.50758038392772,79.65951407597274,-0.060940390140409736,0.8330962004748705
3.38,11.20754064512015,10.629343195970652,27.639454471443546,81.08834736916144,-0.06144408089262554,0.8324006618680081
3.3899999999999997,11.086125447467357,10.542681365753413,27.771704070081444,82.53847431203455,-0.06194364353718544,0.8317053173133104
3.4,10.962742594098374,10.454216453412846,27.904351940059943,84.01014801986756,-0.062439309567103515,0.83101016808
3.4099999999999997,10.837432660678077,10.36397693412405,28.037421897208706,85.50362385782637,-0.06293125752293353,0.8303152154274706
3.42,10.710247186680613,10.27199328871519,28.170940258794456,87.01915945426097,-0.06341958997660455,0.8296204606052879
3.4299999999999997,10.581229579313746,10.17829046088723,28.30492802578416,88.55701471403735,-0.06390455587915317,0.8289259048531904
3.44,10.4504315722915,10.082900543126055,28.439413169318957,90.11745183190946,-0.06438630386388347,0.8282315494010879
3.4499999999999997,10.3179020420522,9.985854983175887,28.574416914839375,91.70073530592956,-0.06486511178504185,0.8275373954690625
3.46,10.183691483198148,9.88718402352816,28.70996421086637,93.3071319508984,-0.06534113052266015,0.8268434442673679
3.4699999999999998,10.04785389224229,9.786920573019092,28.846078000959388,94.93691091185384,-0.06581456455499891,0.8261496969964305
3.48,9.910445087350988,9.685098638088308,28.982784984288838,96.59034367759952,-0.06628570931520293,0.825456154846848
3.4899999999999998,9.771521744739873,9.581752047114321,29.120105679262128,98.26770409427154,-0.06675476134740553,0.8247628189993904
3.5,9.631135574334623,9.47691511769746,29.258065204540074,99.96926837894563,-0.06722195783837621,0.8240696906249999
3.51,9.48935072658838,9.370625295413584,29.3966855603963,101.69531513328211,-0.06768754968346911,0.8233767708847903
3.52,9.346224591475213,9.262917638926247,29.535990879373543,103.44612535721129,-0.06815180780140881,0.8226840609300479
3.53,9.20181781217907,9.153831857472587,29.67600229478391,105.22198246265678,-0.06861498163381931,0.8219915619022304
3.54,9.056196070822974,9.043405032199983,29.816744632761615,107.02317228729929,-0.06907737553659418,0.821299274932968
3.55,8.909422038973709,8.93167767019883,29.958239652116717,108.84998310837814,-0.069539238845284,0.8206072011440624
3.56,8.761562937057834,8.818689350406592,30.100509107547953,110.70270565653331,-0.07000084094183281,0.8199153416474879
3.57,8.612683513519782,8.704481528897555,30.243574015207834,112.58163312968549,-0.07046256082324867,0.8192236975453905
3.58,8.462853784152584,8.589097412757026,30.38745679159267,114.48706120695624,-0.07092462705311076,0.818532269930088
3.59,8.312144769605284,8.472580150165522,30.5321796957514,116.4192880626264,-0.07138743113940518,0.8178410598840704
3.5999999999999996,8.16062750082509,8.354972079600763,30.677761913068164,118.37861438013458,-0.07185117505346872,0.81715006848
3.61,8.008374692021537,8.236319137180248,30.82422588693331,120.3653433661141,-0.07231628999820501,0.8164592967807105
3.6199999999999997,7.855459393733539,8.11666682452475,30.97158912160584,122.3797807644691,-0.07278303719996185,0.815768745839208
3.63,7.7019603918285675,7.99606236880481,31.119873872247197,124.42223487049066,-0.07325183127590834,0.8150784166986705
3.6399999999999997,7.54795311186376,7.8745532834184715,31.26909935138691,126.49301654501063,-0.07372294490027799,0.8143883103924479
3.65,7.393517899156517,7.752187143230599,31.419284480531402,128.59243922859633,-0.07419676400936226,0.8136984279440624
3.6599999999999997,7.238731992932807,7.629014229123492,31.570446820956864,130.7208189557826,-0.07467361528482076,0.813008770367208
3.67,7.08368005443362,7.505085116864324,31.722606711428615,132.87847436934473,-0.07515389288668763,0.8123193386657505
3.6799999999999997,6.928444479011572,7.380449956658247,31.875780927622067,135.06572673460903,-0.07563798411590615,0.811630133833728
3.69,6.773105168426092,7.255160399623612,32.029985644787274,137.282899953804,-0.07612623198956424,0.8109411568553505
3.6999999999999997,6.617754201581429,7.129272322897587,32.18524037571403,139.53032058044894,-0.07661904920979176,0.8102524087049999
3.71,6.462474236982697,7.002835122832974,32.34156033130809,141.80831783378378,-0.07711679101009589,0.8095638903472304
3.7199999999999998,6.307068138030503,6.876160243991459,32.49929198188624,144.11722361323592,-0.0775766624130693,0.8088756027367681
3.73,6.152166171873879,6.748762915981327,32.657799301471314,146.4573725129283,-0.0780829872787179,0.8081875468185105
3.7399999999999998,5.99759928239248,6.620981294270107,32.81741546612863,148.82910183622457,-0.07859534793032798,0.807499723527528
3.75,5.8434639910719905,6.492872475555289,32.97815941453617,151.23275161031538,-0.07911412246420259,0.8068121337890625
3.76,5.689850116771152,6.3644952957609515,33.14004064962036,153.66866460084208,-0.07963973543954746,0.8061247785185279
3.77,5.536852642207654,6.2359084272175,33.303074238103434,156.13718632656116,-0.08017249057581441,0.8054376586215105
3.78,5.384564696462418,6.107167583137938,33.46727199288438,158.63866507404634,-0.08071296189532856,0.804750774993768
3.79,5.233083331932151,5.97833835207316,33.632646352035,161.17345191243118,-0.08126147924318837,0.8040641285212305
3.8,5.082505991233601,5.8494766271777925,33.79920906706057,163.74190070818955,-0.08181843695670202,0.8033777200799999
3.81,4.932929880535263,5.720646599268506,33.96697091465006,166.3443681399568,-0.08238431813928655,0.8026915505363504
3.82,4.784451602622697,5.591908822860693,34.135939312127995,168.98121371338814,-0.08295949147239152,0.802005620746728
3.83,4.637171564933053,5.463327014444782,34.30612652157933,171.65279977605832,-0.0835443940326048,0.8013199315577504
3.84,4.491189942064861,5.334963867730016,34.47753916040364,174.35949153239832,-0.08413950042663135,0.8006344838062079
3.8499999999999996,4.346607495472479,5.206884440453085,34.65018508686162,177.10165705867323,-0.08474514993180274,0.7999492783190625
3.86,4.203525770226738,5.079153391346068,34.82407401485326,179.87966731799776,-0.08536184259716499,0.7992643159134479
3.8699999999999997,4.062045404334402,4.951834930039212,34.99921024800618,182.6938961753913,-0.08598994604488443,0.7985795973966705
3.88,3.9222681724311528,4.824995363148181,35.17559829438647,185.5447204128731,-0.08662989451753933,0.7978951235662081
3.8899999999999997,3.784298247731333,4.698701905147475,35.353246453340695,188.43251974459466,-0.08728220022056199,0.7972108952097104
3.9,3.648237750223654,4.573020131671725,35.53215644797888,191.3576768320136,-0.08794719248657681,0.7965269131049999
3.9099999999999997,3.5141896740173935,4.448017073490785,35.71233394457639,194.32057729910437,-0.08862525977110924,0.7958431780200704
3.92,3.3822581580664592,4.323762452086587,35.89377983424848,197.32160974761038,-0.08931694359474554,0.795159690713088
3.9299999999999997,3.252544632917673,4.200322397101327,36.076496775407584,200.36116577233304,-0.09002263249514957,0.7944764519323905
3.94,3.1251546627140665,4.077766554240829,36.2604876823308,203.43963997646202,-0.09074263451431502,0.793793462416488
3.9499999999999997,3.000188677018964,3.956163194171331,36.44574773566426,206.55742998694294,-0.09147746993228033,0.7931107228940626
3.96,2.8777522513040052,3.835581066215131,36.63228416832624,209.7149364698857,-0.09222749178180131,0.7924282340839679
3.9699999999999998,2.7579478967821136,3.7160907733699773,36.82008891958001,212.91256314601048,-0.09299313134777112,0.7917459966952304
3.98,2.640876253009002,3.5977601936258736,37.00916433787239,216.15071680613457,-0.09377480692845835,0.791064011427048
3.9899999999999998,2.5266404718855715,3.4806608635524108,37.19950506638246,219.4298073266964,-0.094572816934581,0.7903822789687904
4.0,2.4153413666984833,3.3648609492343957,37.391108878921514,222.75024768532094,-0.0953876350605971,0.7897007999999999
4.01,2.3070806306452867,3.2504329039259856,37.58397205721912,226.11245397642188,-0.09621961596717708,0.7890195751903905
4.02,2.201958412368549,3.1374457049909292,37.778089448420914,229.51684542684526,-0.0970690947666254,0.7883386051998479
4.03,2.1000725255606256,3.025968414125168,37.97345372587305,232.96384441155084,-0.09793652722482528,0.7876578906784304
4.04,2.001522408022011,2.9160716086152747,38.17005906822623,236.45387646933196,-0.09882219357009998,0.7869774322663681
4.05,1.906403620274328,2.8078260048029064,38.36789699605667,239.98737031857726,-0.09972644061558501,0.7862972305940624
4.06,1.8148136203692182,2.7013018330047047,38.56696103155552,243.5647578730688,-0.1006496462716002,0.785617286282088
4.07,1.7268463469742863,2.5965672872438414,38.76723942824445,247.1864742578209,-0.10159210901021763,0.7849375999411904
4.08,1.642595723086035,2.4936925113216035,38.96872444967566,250.85295782495626,-0.10255418803694817,0.7842581721722879
4.09,1.562152988292756,2.3927479306066117,39.17140413088372,254.56465016962477,-0.10353616635871754,0.7835790035664705
4.1,1.4856093610830385,2.29380204720839,39.37526913071161,258.3219961459577,-0.10453829979560866,0.782900094705
4.109999999999999,1.4130528245662328,2.1969225635284344,39.58030373112442,262.1254438830633,-0.10556096014357137,0.7822214461593104
4.12,1.3445718935694708,2.1021789990622737,39.78649929973838,265.9754448010611,-0.10660435588370099,0.7815430584910078
4.13,1.2802498057672536,2.0096379777636515,39.993837255757775,269.87245362715345,-0.10766880461412212,0.7808649322518706
4.14,1.220171130218486,1.9193677810152259,40.202308053485,273.8169284117407,-0.10875450201060816,0.780187067983848
4.1499999999999995,1.1644154928680153,1.8314351639814412,40.41189180809231,277.8093305445709,-0.10986173067222127,0.7795094662190626
4.16,1.1130634670272472,1.745905734590851,40.62257703183453,281.8501247709313,-0.11099066029552546,0.7788321274798079
4.17,1.0661909164598324,1.6628454922162337,40.83434595758314,285.93977920787665,-0.1121415454266292,0.7781550522785504
4.18,1.02387183077563,1.582319243866386,41.04717967771814,290.078765360501,-0.11331458716529513,0.7774782411179281
4.1899999999999995,0.9861793087892564,1.5043906470580792,41.261062081798684,294.2675581382436,-0.11450992649320842,0.7768016944907504
4.2,0.953181612322417,1.4291234941933302,41.47597303777747,298.5066358712377,-0.11572773862176133,0.77612541288
4.21,0.9249459608275828,1.356580271119368,41.69189498413316,302.796480326695,-0.11696817933440369,0.7754493967588304
4.22,0.9015366277767146,1.2868223359547926,41.9088077056095,307.13757672533416,-0.11823137568562984,0.7747736465905681
4.2299999999999995,0.8830142014669458,1.2199097842569468,42.126690083615216,311.53041375784335,-0.11951749166194452,0.7740981628287105
4.24,0.8694385318388369,1.1559033684831392,42.345524964238365,315.9754836013857,-0.1208265412390218,0.773422945916928
4.25,0.8608630328824687,1.0948608703454417,42.56528620637974,320.4732819361403,-0.12215864832988425,0.7727479962890624
4.26,0.8573418614105174,1.0368399351630888,42.785954577184114,325.02430796188736,-0.12351396696584406,0.772073314369128
4.27,0.8589228406363676,0.9818966756031026,43.007505889664955,329.6290644146275,-0.12489235428885193,0.7713989005713104
4.28,0.8656530334525003,0.930086507663927,43.229918950664434,334.2880575832437,-0.12629401680676164,0.7707247552999679
4.29,0.8775743375941576,0.8814627937400477,43.45317112478115,339.00179732619887,-0.12771890085217347,0.7700508789496305
4.3,0.8947272695729155,0.8360789418063164,43.67723581842068,343.7707970882777,-0.12916696582994297,0.7693772719049999
4.31,0.9171475112865485,0.7939856434569798,43.902093222458504,348.5955739173626,-0.13063826448798463,0.7687039345409507
4.32,0.9448681078047306,0.7552320636068993,44.127713143391816,353.4766484812521,-0.13213270985147008,0.768030867222528
4.33,0.9779175936107735,0.7198680342629965,44.35407501732678,358.41454508451557,-0.13365023970583292,0.7673580703049505
4.34,1.0163220505410782,0.687939052501002,44.58115576118205,363.40979168539087,-0.1351908296149155,0.7666855441336079
4.35,1.060103366190707,0.65949090608274,44.80892485323173,368.46291991271767,-0.13675432543199167,0.7660132890440624
4.36,1.1092798497061533,0.634567814764957,45.03735825671964,373.5744650829121,-0.13834061361535094,0.765341305362048
4.37,1.1638668760454718,0.613211700139398,45.26643261775238,378.7449662169778,-0.13994960728562514,0.7646695934034704
4.38,1.2238742361374528,0.5954635836526547,45.4961200162647,383.97496605756095,-0.14158115490073864,0.763998153474408
4.39,1.289310803286027,0.5813609638055083,45.726393782688746,389.2650110860395,-0.14323507643559685,0.7633269858711105
4.3999999999999995,1.3601788274544513,0.5709413899320349,45.95722841903864,394.61565153965455,-0.1449111559677855,0.7626560908800001
4.41,1.4364786566265406,0.5642412304704704,46.18859713443318,400.0274414286798,-0.14660922816321104,0.7619854687776705
4.42,1.518206356807615,0.5612924468522774,46.42047462831011,405.50093855362894,-0.14832903022705293,0.761315119830888
4.43,1.6053547720789147,0.5621275121322,46.652833061149366,411.03670452250606,-0.15007039090555893,0.7606450442965905
4.4399999999999995,1.697911333838326,0.5667757550179342,46.88564480098478,416.6353047680911,-0.15183301051697143,0.759975242421888
4.45,1.7958595759342109,0.5752654274813461,47.118888121070825,422.2973085652669,-0.15361661070259622,0.7593057144440625
4.46,1.899182370302076,0.5876217198403955,47.352530390169214,428.0232890483826,-0.1554209403104968,0.7586364605905678
4.47,2.0078551999511483,0.6038691226140562,47.58654966658023,433.81382322866114,-0.15724570930585324,0.7579674810790307
4.4799999999999995,2.1218503178721764,0.6240290532250458,47.82091765629906,439.669492011641,-0.15909052388297573,0.7572987761172478
4.49,2.2411386778008877,0.648121060095697,48.05560709791453,445.5908802146602,-0.16095501785281416,0.7566303459031903
4.5,2.36568541179175,0.6761637766415802,48.2905961667333,451.5785765843759,-0.1628389854441053,0.755962190625
4.51,2.495450495662132,0.7081721651460297,48.52585642351101,457.6331738143291,-0.1647419163450791,0.7552943104609905
4.52,2.6303941249222573,0.7441595368395361,48.76136072396686,463.75526856254254,-0.16666349738280067,0.754626705579648
4.53,2.7704693281346793,0.7841374422832682,48.99708507140894,469.9454614691612,-0.1686033600344852,0.7539593761396303
4.54,2.915625803176553,0.8281150999997791,49.233006348946844,476.2043571741291,-0.17056099153490392,0.7532923222897681
4.55,3.065813260486754,0.8760997248875734,49.46909749057744,482.53256433491003,-0.1725360543424857,0.7526255441690624
4.56,3.2209716219366467,0.9280954388133206,49.70533359220529,488.9306956442426,-0.17452807604658072,0.751959041906688
4.57,3.381043318386964,0.9841051265412517,49.9416923192685,495.39936784793696,-0.17653657604812228,0.7512928156219905
4.58,3.545962220856123,1.0441292352204248,50.17815050478539,501.93920176270825,-0.17856120491783983,0.750626865424488
4.59,3.7156634607434094,1.1081658949547444,50.41468358191654,508.5508222940542,-0.18060134550017456,0.7499611914138705
4.6,3.8900741718745837,1.1762103789005915,50.65126751535655,515.2348584541667,-0.18265657953014083,0.74929579368
4.61,4.069119029755044,1.2482566400764499,50.88788225031127,521.9919433798848,-0.18472643956460866,0.7486306723029105
4.62,4.252725531905298,1.3242963295764796,51.12450678180562,528.8227143506856,-0.186810395962637,0.7479658273528078
4.63,4.440809520433595,1.4043174819352136,51.3611139039534,535.7278128067176,-0.18890795016842765,0.7473012588900705
4.64,4.633285626427951,1.4883067203441587,51.597688349951966,542.7078843668689,-0.1910185206227633,0.746636966965248
4.6499999999999995,4.830071974265084,1.57624907426281,51.834206825837974,549.7635788468776,-0.19314164857309546,0.7459729516190624
4.66,5.031074645428653,1.6681265726483736,52.0706506311667,556.8955502774802,-0.1952767717887073,0.745309212882408
4.67,5.236202238139503,1.763919429886402,52.30700278930438,564.1044569225971,-0.19742335782164613,0.7446457507763504
4.68,5.445355739575615,1.8636034493737483,52.54323983599461,571.3909612975631,-0.19958079003214296,0.7439825653121279
4.6899999999999995,5.658441353246822,1.9671554769689579,52.77934671035243,578.7557301873911,-0.2017486147290263,0.7433196564911505
4.7,5.875353748434158,2.074547805130404,53.01530614319342,586.1994346650779,-0.20392618009431238,0.7426570243049999
4.71,6.095993254569704,2.185750998241536,53.25110056958955,593.7227501099463,-0.2061129558781501,0.7419946687354303
4.72,6.320249551627518,2.300733627905658,53.486712060558666,601.3263562260327,-0.20830848482812675,0.741332589754368
4.7299999999999995,6.548013551422448,2.4194619505229045,53.722126455682535,609.0109370605061,-0.2105120065158903,0.7406707873239105
4.74,6.77917374641411,2.5418986385135955,53.95732972228265,616.7771810221321,-0.21272305112394174,0.7400092613963279
4.75,7.01361722756677,2.6680064383728834,54.19230920745106,624.6257808997711,-0.21494113310290033,0.7393480119140624
4.76,7.251225916105804,2.7977441687505546,54.42704755111491,632.5574338809215,-0.21716544307069108,0.738687038809728
4.77,7.4918830980717805,2.9310690402519928,54.66153324288744,640.5728415702968,-0.2193955449520946,0.7380263420061105
4.78,7.735468874662163,3.0679361338578124,54.89575345181732,648.6727100084455,-0.221630941407838,0.7373659214161679
