{'elevation': 19.0, 'canting': 7.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9038123755741299, 'frequency': 35.5, 'n': (4.927401031202501+2.7338292434245637j), 'wl': 8.444857971830986, 'prefactor': 0.05438238468879906}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
0.26,1.6756331350581176e-05,1.675633135058132e-05,0.0017469397762719312,1.6799576566870886e-05,1.0491926779922478e-19,1.0
0.27,2.1010975915235008e-05,2.1010975915235187e-05,0.0019757359948579176,2.106885006912065e-05,1.0491926779922478e-19,1.0
0.28,2.6129790467074212e-05,2.6129790467074446e-05,0.002226070057028547,2.620634388993034e-05,0.0,1.0
0.29000000000000004,3.224774185624731e-05,3.224774185624757e-05,0.0024993737099649714,3.234791066449103e-05,2.0983853559844956e-19,1.0
0.3,3.951502992819873e-05,3.951502992819906e-05,0.002797155795094841,3.96447584381345e-05,2.0983853559844956e-19,1.0
0.31,4.809816415691245e-05,4.809816415691285e-05,0.003121006292489799,4.8264566592867205e-05,0.0,1.0
0.32,5.818113603390745e-05,5.818113603390794e-05,0.003472601276715215,5.839264092922078e-05,2.0983853559844956e-19,1.0
0.33,6.996660251748632e-05,6.996660251748691e-05,0.003853706314442519,7.023310790342003e-05,0.0,1.0
0.34,8.367709133400353e-05,8.367709133400426e-05,0.004266181270466819,8.401014801986761e-05,2.0983853559844956e-19,1.0
0.35000000000000003,9.955629405232426e-05,9.955629405232511e-05,0.004711985579897424,9.99692683789457e-05,4.196770711968991e-19,1.0
0.36000000000000004,0.00011787038826814028,0.00011787038826814125,0.005193181235111638,0.00011837861438013474,6.295156067953487e-19,1.0
0.37,0.00013890941944037742,0.0001389094194403786,0.0057119404118632705,0.00013953032058044897,6.295156067953487e-19,1.0
0.38,0.000162988586768342,0.00016298858676834342,0.006270548244826667,0.0001637419007081896,2.0983853559844956e-19,1.0
0.39,0.00019044990555442353,0.00019044990555442515,0.006871408572470448,0.00019135767683201366,4.196770711968991e-19,1.0
0.4,0.00022166353420418876,0.0002216635342041907,0.007517049375635857,0.00022275024768532103,0.0,1.0
0.41000000000000003,0.00025702934898645853,0.00025702934898646075,0.008210128777302043,0.000258321996145958,0.0,1.0
0.42000000000000004,0.0002969787315646513,0.00029697873156465384,0.0089534398044745,0.00029850663587123775,8.393541423937982e-19,1.0
0.43,0.00034197591201492176,0.00034197591201492474,0.00974991639721461,0.0003437707970882777,-4.196770711968991e-19,1.0
0.44,0.00039252004233097454,0.0003925200423309779,0.01060263977893673,0.00039461565153965487,0.0,1.0
0.45,0.00044914682394756576,0.00044914682394756966,0.01151484398046809,0.000451578576584376,8.393541423937982e-19,1.0
0.46,0.0005124301230890524,0.0005124301230890569,0.012489920609781031,0.000515234858454167,8.393541423937982e-19,1.0
0.47000000000000003,0.0005829845247952463,0.0005829845247952514,0.013531428084917831,0.0005861994346650779,8.393541423937982e-19,1.0
0.48000000000000004,0.0006614664336113853,0.0006614664336113912,0.014643096426766677,0.0006651286755844058,8.393541423937982e-19,1.0
0.49,0.0007485770537324522,0.0007485770537324587,0.01582883277334439,0.0007527222051529327,0.0,1.0
0.5,0.0008450639047162662,0.0008450639047162736,0.017092729891720938,0.0008497247607624853,8.393541423937982e-19,1.0
0.51,0.0009517233964468846,0.000951723396446893,0.01843907047136168,0.0009569280922888041,1.6787082847875965e-18,1.0
0.52,0.0010694030694805333,0.0010694030694805424,0.019872336131216497,0.0010751729002797367,1.6787082847875965e-18,1.0
0.53,0.0011990036904583976,0.0011990036904584082,0.02139721247210796,0.001205350813298743,8.393541423937982e-19,1.0
0.54,0.0013414825425391592,0.001341482542539171,0.02301859856850565,0.0013484064044237216,8.393541423937982e-19,1.0
0.55,0.001497855432260645,0.0014978554322606585,0.024741610067203358,0.00150533924690115,1.6787082847875965e-18,1.0
0.56,0.0016691996722561133,0.0016691996722561283,0.026571589679077263,0.0016772060089555417,0.0,1.0
0.5700000000000001,0.00185665725148047,0.0018566572514804862,0.02851410926665016,0.0018651225877542234,1.6787082847875965e-18,1.0
0.5800000000000001,0.002061437674594371,0.002061437674594389,0.030574984842258925,0.002070266282527426,0.0,1.0
0.59,0.0022848208253259273,0.0022848208253259472,0.032760274684424856,0.0022938780068436915,2.518062427181395e-18,1.0
0.6,0.0025281609412511567,0.0025281609412511788,0.03507628838686401,0.002537264540040608,8.393541423937982e-19,1.0
0.61,0.0027928901945934214,0.0027928901945934457,0.037529597873358085,0.0028018008178108417,0.0,1.0
0.62,0.0030805225496585357,0.0030805225496585626,0.04012704053954912,0.003088932261943501,0.0,1.0
0.63,0.0033926554305969614,0.0033926554305969913,0.0428757213295258,0.003400177149220816,1.6787082847875965e-18,1.0
0.64,0.003730978309953267,0.0037309783099533,0.04578302776818459,0.00373712901947013,0.0,1.0
0.65,0.004097274377095124,0.00409727437709516,0.04885662713130172,0.004101459122771212,-1.6787082847875965e-18,1.0
0.66,0.004493423236533204,0.004493423236533245,0.05210447947506488,0.004494918905818882,1.6787082847875965e-18,1.0
0.67,0.004921411059998156,0.0049214110599982005,0.05553482989639161,0.004919342537440961,3.357416569575193e-18,1.0
0.68,0.005383331468298893,0.00538333146829894,0.05915622846418117,0.005376649473271527,5.03612485436279e-18,1.0
0.6900000000000001,0.005881391933576182,0.005881391933576233,0.06297753244791376,0.005868847059579497,3.357416569575193e-18,1.0
0.7000000000000001,0.006444790972532485,0.006370366672013406,0.06726197865125115,0.006398033176252525,6.5021370451502e-05,0.9944380500000001
0.7100000000000001,0.007028021122430191,0.006937618251010491,0.07155728662001598,0.006966398918936208,7.563815561923654e-05,0.9938143084150001
0.72,0.007655372477282089,0.007547315533448424,0.07608386859327859,0.007576231320328615,8.662202522957648e-05,0.9932232806400001
0.73,0.008329609720403097,0.008202120863020966,0.08085188775778893,0.008229916110630165,9.796142234566676e-05,0.9926640306150001
0.74,0.009053650681142677,0.008904842889102996,0.08587180896000639,0.008929940517148734,0.00010964693628074231,0.9921356202399999
0.75,0.009830567432255497,0.009658443505659357,0.09115441005300999,0.009678896103060185,0.0001216665475419014,0.991637109375
0.76,0.01066359670896114,0.010466047953089202,0.09671078387506389,0.010479481645324135,0.00013400662004113605,0.99116755584
0.77,0.011556152912139985,0.01133094926197817,0.10255231605375384,0.011334506051755093,0.00014665708611147016,0.990726015415
0.78,0.012511828089502745,0.01225661996589602,0.10869069975938854,0.012246891317248874,0.00015960390481193672,0.9903115418399999
0.79,0.013534417540307717,0.013246727828831217,0.11513792816942628,0.013219675519164356,0.0001728350888403342,0.989923186815
0.8,0.014627908259923826,0.014305131991587526,0.12190628082662912,0.014256015851860546,0.0001863361604497734,0.9895600000000001
0.81,0.01579651589892083,0.015435910396266437,0.12900832334378834,0.015359191700388955,0.00020009559577898183,0.9892210290150001
0.8200000000000001,0.017044671633012005,0.01664335444047201,0.13645689585856488,0.01653260775334131,0.00021410011545153546,0.9889053194399999
0.8300000000000001,0.018377057249853963,0.017931995002225365,0.14426509501573975,0.01777979715485256,0.00022833933682011177,0.9886119148149999
0.8400000000000001,0.019798594382316983,0.01930660661877267,0.15244628747320746,0.019104424695759216,0.00024279809477169786,0.9883398566399999
0.85,0.021314482973691738,0.020772224250485638,0.16101406340704263,0.020510290043912978,0.00025746732766762133,0.988088184375
0.86,0.022930193813372194,0.02233415688096037,0.1699822657702161,0.02200133101364977,0.0002723329826381819,0.98785593544
0.87,0.024651502206048056,0.02399799516296905,0.17936490236758743,0.023581626874413945,0.00028738884364075726,0.987642145215
0.88,0.026484489026690743,0.02576963402504178,0.18917623056107638,0.025255401698537912,0.000302625269117393,0.98744584704
0.89,0.02843556418323897,0.02765529007713005,0.19943061838377935,0.027027027748177078,0.0003180325859905975,0.9872660722150002
0.9,0.030511484293341263,0.02966150703564978,0.2101426500680547,0.028901028901400064,0.00033360566510986974,0.9871018500000002
0.91,0.03271936132813858,0.03179516984181907,0.22132698394907813,0.03088208411743426,0.00034934065300758405,0.986952207615
0.92,0.035066694521197254,0.0340635445094356,0.23299842588678,0.032975030941066685,0.0003652321984808086,0.9868161702400001
0.93,0.03756138029346559,0.03647427047030175,0.24517184307446713,0.035184869046200204,0.0003812794336645955,0.9866927610150001
0.9400000000000001,0.0402117314520934,0.039035381300408865,0.25786216649513577,0.03751676381856499,0.00039748432223577027,0.9865810010400001
0.9500000000000001,0.04302650776222488,0.04175533884921128,0.27108434055483105,0.03997604997758537,0.00041385048402818635,0.9864799093750001
0.9600000000000001,0.04601490967480463,0.044643029474819025,0.2848533440124245,0.04256823523740197,0.000430381221118754,0.9863885030400001
0.97,0.049186642896822105,0.04770779817592723,0.2991840799106131,0.045299004007049094,0.0004470890875383214,0.9863057970150001
0.98,0.052551871558923546,0.05095944298741527,0.31409143504792164,0.04817422112978769,0.00046398179906480995,0.98623080424
0.99,0.05612132631681749,0.0544082809519119,0.3295901954791624,0.05119993566159319,0.0004810746284890579,0.986162535615
1.0,0.059906262772713666,0.058065107516894726,0.3456950195222302,0.05438238468879906,0.00049838887953942,0.9861000000000001
1.01,0.06391847344093957,0.061941248993552064,0.3624203926002891,0.0577279971848955,0.0005159393393731476,0.986042204215
1.02,0.06817037350418273,0.06604855605871904,0.37978069549155125,0.06124339790648346,0.0005337591218496327,0.98598815304
1.03,0.07267495800282638,0.07039944626581535,0.3977900199940392,0.06493541132838405,0.0005518749442709531,0.9859368492149999
1.04,0.07744586319819055,0.07500691582146755,0.41646230188059885,0.06881106561790315,0.0005703191647156888,0.98588729344
1.05,0.08249734279706797,0.07988449842689556,0.43581115046909163,0.07287759664825139,0.000589133145463037,0.9858384843750001
1.06,0.08784434830226481,0.08504637590366694,0.455849906650161,0.07714245205111955,0.000608357688524789,0.9857894186399999
1.07,0.09350248723968327,0.09050727975762464,0.47659165115282637,0.0816132953084091,0.0006280454428509025,0.985739090815
1.08,0.09948805585169225,0.09628258274174771,0.49804907303912627,0.08629800988311818,0.0006482452321077547,0.98568649344
1.09,0.10581812225064917,0.10238829303728555,0.5202346183761712,0.09120470338938284,0.0006690208395452055,0.985630617015
1.1,0.11251039289981546,0.10884099799841919,0.5431602235978843,0.0963417118016736,0.0006904319699113568,0.98557045
1.11,0.11958341402466423,0.11565793583085784,0.5668376016959649,0.10171760370314736,0.0007125590971604261,0.985504978815
1.12,0.12705641239696827,0.12285699586242502,0.5912780884936142,0.10734118457315467,0.000735469307500546,0.9854331878400002
1.1300000000000001,0.1349494292219964,0.130456639539377,0.6164925619396484,0.11322150111390213,0.0007592565809418259,0.9853540594150003
1.1400000000000001,0.14328324257833558,0.1384760000886975,0.6424916375538214,0.1193678456162703,0.000784004140196907,0.9852665738400002
1.1500000000000001,0.1520794056617001,0.14693476550748633,0.6692855213666303,0.12578976036478692,0.0008098125650143,0.9851697093749999
1.1600000000000001,0.16136030070132668,0.15585328013402092,0.696884109601458,0.13249704208175525,0.0008367870286869031,0.9850624422400003
1.17,0.17114907936718465,0.16525242058349554,0.7252969738375605,0.13949974641053786,0.0008650468946697666,0.9849437466150002
1.18,0.18146962374886638,0.17515368556240093,0.7545334104472056,0.14680819243799625,0.0008947004545874878,0.98481259464
1.19,0.19234667348964546,0.18557904614951007,0.7846024560362549,0.15443296725608435,0.0009258878802531754,0.9846679564149999
1.2,0.20380569206439253,0.19655105978470788,0.8155129094506132,0.16238493056259892,0.0009587385560542218,0.9845088000000001
1.21,0.21587293133023672,0.20809274104948097,0.8472734590654875,0.17067521930108456,0.0009933980813309894,0.984334091415
1.22,0.22857542358920238,0.22022753168599538,0.8798925343925682,0.17931525233989387,0.0010300289969824529,0.9841427946400002
1.23,0.24194095704144067,0.23297934637716383,0.913378701152118,0.1883167351904033,0.001068793806197372,0.9839338716150001
1.24,0.25599795447769125,0.24637247305484947,0.9477403079678417,0.19769166476438407,0.0011098534389836058,0.9837062822400001
1.25,0.2707756672197572,0.26043144010885927,0.9829858439096243,0.20745233417052864,0.001153406464685851,0.9834589843749999
1.26,0.28630400972757425,0.27518120551473607,1.0191239753596457,0.21761133755013223,0.0011996362526113837,0.9831909338400001
1.27,0.30261353746614267,0.2906468882865234,1.0561634279211525,0.22818157495192978,0.0012487421817011049,0.9829010844150002
1.28,0.31973554588590786,0.30685378023254156,1.0941132461909278,0.23917625724608832,0.0013009457803405768,0.98258838784
1.29,0.3377018058977024,0.3238272571778182,1.1329828583862434,0.2506089110773545,0.0013564666445439943,0.9822517938149999
1.3,0.3565448627308446,0.3415928148164636,1.1727820835121237,0.26249338385735754,0.001415544047868302,0.9818902499999999
1.31,0.3762977543167694,0.3601759972138191,1.2135212222194331,0.27484384879606744,0.001478416225172983,0.9815027020150001
1.32,0.3969939885879051,0.3796021762002003,1.2552111060652125,0.28767480997240846,0.0015453370435024524,0.9810880934400001
1.33,0.4186677041708803,0.39989659514813986,1.2978633396212411,0.3010011074440282,0.0016165812132647693,0.980645365815
1.34,0.441353474543735,0.42108431281299513,1.3414900369549405,0.3148379223962215,0.001692426435754698,0.9801734586399999
1.35,0.46508632000999717,0.4431900734479691,1.3861043805264823,0.3292007823300102,0.0017731667044477662,0.9796713093750001
1.36,0.48990162999980497,0.46623835512603024,1.4317201741818995,0.3441055662893777,0.0018590922021054159,0.9791378534400004
1.37,0.5158351884542102,0.49025300272169564,1.4783524760924722,0.3595685101276594,0.001950527724906099,0.9785720242150001
1.3800000000000001,0.542923176390782,0.515257579964074,1.5260170289239603,0.3756062118130878,0.0020477861125056895,0.9779727530399999
1.3900000000000001,0.5712019532399675,0.5412747953190766,1.5747307953583745,0.3922356367734936,0.0021512108395474712,0.9773389692150002
1.4000000000000001,0.6007082092654894,0.568326874980804,1.6245118745646205,0.4094741232801616,0.0022611403207938147,0.9766696
1.4100000000000001,0.6314788639091158,0.5964352373969941,1.675379529324127,0.42733938787084186,0.002377927623186365,0.9759635706149999
1.42,0.6635510999914056,0.6256202492176983,1.727354245594802,0.4458495308119168,0.0025019585238912883,0.9752198042400002
1.43,0.6969620095426673,0.6559016208881235,1.78045775771533,0.46502304159972396,0.0026335840773323467,0.9744372220149999
1.44,0.7317488948247189,0.6872979095050002,1.8347129929432466,0.4848788045010314,0.002773191273226925,0.9736147430400003
1.45,0.7679493434332775,0.719826502250529,1.890144334817108,0.5054361041326718,0.002921189783137387,0.9727512843750001
1.46,0.8056006605256876,0.753503681026435,1.94677747787626,0.5267146310803306,0.00307796750801881,0.9718457610400001
1.47,0.844740196085037,0.7883444404726928,2.004639357732257,0.5487344875564879,0.003243927135367144,0.9708970860149999
1.48,0.885405403196545,0.8243623898259024,2.063758276244689,0.571516193097519,0.0034194912905143537,0.96990417024
1.49,0.9276334533450237,0.8615695901305674,2.1241638630986417,0.5950806902999468,0.0036050738058149958,0.968865922615
1.5,0.9741751942487977,0.8957125103796677,2.190308253663782,0.6194493505958518,0.004170700983030131,0.9646504406249999
1.51,1.0193700092716433,0.9357537320490147,2.252891198838176,0.6446439800674363,0.004332320522738078,0.9639518083123905
1.52,1.0661612087982586,0.9771318461694523,2.3167489862055084,0.6706868253007446,0.004497396071561143,0.9632529599508479
1.53,1.1145764764951411,1.0198660475326076,2.3819058598019884,0.6976005792785382,0.004665891582822965,0.9625538986474304
1.54,1.1646427891788524,1.0639750182970378,2.4483865741368094,0.7254083873123259,0.004837731081654492,0.961854627499368
1.55,1.216385339883536,1.1094759280656636,2.5162160426184017,0.7541338530135502,0.005012835603811661,0.9611551495940623
1.56,1.269828930439932,1.156385621003599,2.5854197147552296,0.7838010443039279,0.005191087092559153,0.9604554680090879
1.57,1.3249971935094187,1.2047192632585522,2.656023010772919,0.8144344994649472,0.005372414466418797,0.9597555858121904
1.58,1.3819123001941505,1.2544911150100604,2.728051343813916,0.8460592332265188,0.005556685059574441,0.959055506061288
1.59,1.4405956008288554,1.305714824623287,2.8015303470515485,0.8787007428947837,0.0057437584304642665,0.9583552318044705
1.6,1.501066482237928,1.3584020900276768,2.876485361599151,0.9123850145190749,0.005933493367852493,0.95765476608
1.61,1.563343761094585,1.4125640941080375,2.9529416440800786,0.947138529098036,0.006125730632735051,0.9569541119163105
1.62,1.6274441550708407,1.46821011365309,3.0309234937132357,0.9829882688248931,0.006320294432463255,0.9562532723320079
1.6300000000000001,1.6933832685916057,1.5253488535869475,3.110455505354256,1.0199617233718847,0.006516989717433786,0.9555522503358704
1.6400000000000001,1.7611748142226316,1.5839873416861827,3.1915612611636077,1.0580868962138439,0.006715605735850734,0.9548510489268479
1.6500000000000001,1.830830967349957,1.6441307756408943,3.2742636639805967,1.0973923109909385,0.0069159351778567855,0.9541496710940625
1.6600000000000001,1.902362630639891,1.7057839533093757,3.3585848552670683,1.137907017910564,0.007117741873477268,0.953448119816808
1.6700000000000002,1.9757781565858195,1.7689496925535353,3.4445458910677837,1.1796606001883954,0.007320760602295138,0.9527463980645504
1.68,2.051085122635784,1.8336295590261846,3.532167172241998,1.222683180528589,0.007524747658645874,0.952044508796928
1.69,2.128288724917207,1.899823545730321,3.621467451964328,1.2670054276431475,0.007729416172382765,0.9513424549637505
1.7,2.207391734593056,1.967529959404694,3.712464746003523,1.3126585628104306,0.007934483481578793,0.950640239505
1.71,2.2883959039405446,2.036746403341541,3.805175067286234,1.3596743664728277,0.008139621413313205,0.9499378653508304
1.72,2.371300257103914,2.107467993705693,3.899613961010312,1.4080851848735854,0.008344527868112423,0.9492353354215678
1.73,2.4561028947533945,2.1796891790145425,3.99579431152421,1.4579239367327874,0.008548878656644771,0.9485326526277104
1.74,2.542798596098149,2.2534021200339023,4.093728719196835,1.5092241199624925,0.008752334798343238,0.9478298198699279
1.75,2.6313804517811628,2.3285982121417006,4.193426600891014,1.5620198184210254,0.008954508279971109,0.9471268400390624
1.76,2.7218401972024635,2.4052672015248273,4.29489696359006,1.6163457087064264,0.009155059442589661,0.946423716016128
1.77,2.814166402348907,2.4833963918319424,4.398146073894604,1.6722370669890514,0.009353618392896078,0.9457204506723105
1.78,2.9083460356270003,2.562972847820083,4.503179244771008,1.729729775883333,0.00954978122078201,0.945017046868968
1.79,3.0043639605789703,2.643981528102792,4.609998916784149,1.7888603313586913,0.009743149755245992,0.9443135074576305
1.8,3.1022027347900685,2.726405859935357,4.718606127108931,1.8496658496896041,0.009933344121843348,0.9436098352799998
1.81,3.201842783556093,2.8102274103471645,4.82900011518379,1.912184074444831,0.010119952903560329,0.9429060331679504
1.82,3.303262738645657,2.895427510307155,4.941177429175621,1.9764533835157927,0.010302556348943405,0.942202103943528
1.83,3.4064381871375566,2.9819851683353735,5.055133235502012,2.0425127961841043,0.010480718915070825,0.9414980504189505
1.84,3.511343599069336,3.0698778050050914,5.170860676767077,2.110401980228268,0.010654041496487328,0.940793875396608
1.85,3.617950970939677,3.1590819920226303,5.288350442041188,2.180161259069516,0.010822092443794984,0.9400895816690624
1.86,3.726229995747262,3.249572876790552,5.40759144096516,2.251831618956813,0.010984427758384756,0.9393851720190479
1.87,3.836148736010685,3.341324139455221,5.528570743589191,2.32545471619101,0.011140636845618848,0.9386806492194704
1.8800000000000001,3.947673599463143,3.4343085398516244,5.651273491410447,2.4010728843881592,0.011290287663678737,0.9379760160334079
1.8900000000000001,4.060767639329683,3.528496919722096,5.775682097386137,2.4787291417819755,0.01143295179488614,0.9372712752141104
1.9000000000000001,4.175393980801819,3.6238596799526146,5.901778241794533,2.558467198565464,0.011568212962326048,0.9365664295049999
1.9100000000000001,4.291511768325293,3.720365468268308,6.029541049918822,2.640331464271692,0.011695632082873197,0.9358614816396705
1.9200000000000002,4.409080653137002,3.817982649473217,6.158947797651845,2.724367055193726,0.011814817022160739,0.935156434341888
1.93,4.528056815052017,3.9166778891564715,6.289974298010856,2.810619801843715,0.011925340616832387,0.9344512903255905
1.94,4.648395560398103,4.016417088468028,6.422595106685451,2.899136256451142,0.012026806354849052,0.9337460522948879
1.95,4.77004978933747,4.11716519269009,6.556781665548213,2.9899637005002124,0.012118808555405721,0.9330407229440625
1.96,4.892972584706781,4.21888601435014,6.69250606064977,3.083150152306412,0.012200983151720808,0.9323353049575679
1.97,5.0171136148821684,4.321542754350362,6.829736422590703,3.178744374632219,0.012272949246868083,0.9316298010100305
1.98,5.142422966089675,4.4250983071410115,6.968441621503115,3.2767958823419643,0.012334334693781653,0.930924213766248
1.99,5.268848224698627,4.529513877896384,7.108588119214661,3.3773549500958526,0.012384795024351913,0.9302185458811905
2.0,5.396335174504103,4.634750523639447,7.250141189042612,3.4804726200831397,0.012423972256525173,0.9295128
2.01,5.524830686991788,4.740768665250941,7.393065813671918,3.5862007097944573,0.012451554336512237,0.9288069787579906
2.02,5.65427787666998,4.847528617350716,7.537324826914936,3.694591819833312,0.012467197013005776,0.9281010847806479
2.03,5.7846213918530776,4.954988683882264,7.682880737970615,3.8056993417667,0.012470635810300865,0.9273951206836304
2.04,5.915803622950991,5.0631081000891855,7.829694751654525,3.9195774660149416,0.012461590927586455,0.926689089072768
2.05,6.047766465039512,5.1718456087830065,7.9777281882002535,4.036281189780589,0.012439753906505728,0.9259829925440624
2.0599999999999996,6.180450297574272,5.281158247245872,8.12694019730785,4.155866325016574,0.012404913747336634,0.9252768336836881
2.07,6.313796059413593,5.391004537127277,8.27729066548071,4.278389506433449,0.012356806883818133,0.9245706150679905
2.0799999999999996,6.447742928641111,5.501341329041648,8.428738147146895,4.403908199545795,0.012295212798542062,0.9238643392634879
2.09,6.582230557540111,5.612124642077531,8.581241817844344,4.532480708757828,0.012219963087014573,0.9231580088268704
2.0999999999999996,6.717198224886082,5.723313053088213,8.734758814476306,4.6641661854880825,0.0121308405012663,0.922451626305
2.11,6.85258398420384,5.834862764647971,8.889247689127728,4.799024636333346,0.01202767991265102,0.9217451942349105
2.1199999999999997,6.988324278078449,5.9467288646915595,9.044665556666233,4.937116931271645,0.011910311146777371,0.9210387151438079
2.13,7.124359507718706,6.058868466602171,9.200970045568084,5.07850481190449,0.011778672380704722,0.9203321915490705
2.1399999999999997,7.260625545173417,6.171238200036674,9.358118834653233,5.223250899738177,0.011632575678926602,0.9196256259582479
2.15,7.397060721072735,6.28379406156163,9.516069348461748,5.371418704504339,0.011471956865482894,0.9189190208690624
2.1599999999999997,7.533601084886139,6.396491163493731,9.674778838559138,5.523072632519558,0.011296719330857576,0.918212378769408
2.17,7.670186196397427,6.509286121163231,9.834204897718422,5.678277995084232,0.011106851770172638,0.9175057021373505
2.1799999999999997,7.8067512930435266,6.622135046799879,9.99430555747186,5.837101016920495,0.010902238461030448,0.9167989934411279
2.19,7.943234889701354,6.734995047652122,10.155038963636747,5.99960884464939,0.010682868525350532,0.9160922551391505
2.1999999999999997,8.07957507846977,6.847820851486615,10.31636398889824,6.165869555307102,0.01044877489153418,0.91538548968
2.21,8.215708683269366,6.9605686863043434,10.478239084415808,6.335952164900452,0.010199946614789616,0.9146786995024304
2.2199999999999998,8.351573469507276,7.073195846159918,10.640623052897814,6.509926637001423,0.009936354599836088,0.913971887035368
2.23,8.487108575227623,7.185658250429594,10.8034765675825,6.687863891380978,0.009658093552086413,0.9132650546979104
2.2399999999999998,8.622252791315857,7.29791303682403,10.966758888758983,6.869835812681891,0.00936518619158989,0.9125582048993279
2.25,8.756943795653656,7.409915748899501,11.130431277655857,7.055915259130874,0.009057727332891546,0.9118513400390624
2.26,8.891121333574434,7.521624543955382,11.29445453035036,7.246176071289727,0.00873576225375068,0.911144462506728
2.27,9.024724162873747,7.6329959228479725,11.458790195898311,7.440693080845767,0.008399393066381256,0.9104375746821105
2.28,9.157693337448507,7.743986046972829,11.6234022469831,7.63954211944129,0.008048753505684004,0.9097306789351679
2.29,9.289969839046599,7.854553697930907,11.788252145660902,7.842800027542316,0.007683972874227575,0.9090237776260305
2.3,9.421494313176838,7.96465644625489,11.953304394161151,8.050544663346354,0.007305172242342642,0.9083168731049999
2.31,9.552206664445766,8.074251089968314,12.118522514750016,8.262854911729463,0.00691250566801386,0.9076099677125504
2.32,9.682050639816483,8.183297349889395,12.283873719848625,8.479810693232327,0.006506096759782967,0.906903063779328
2.3299999999999996,9.810967808513869,8.291751539576218,12.449320718286678,8.70149297308562,0.0060861863881785236,0.9061961636261505
2.34,9.93890263046079,8.3995738795077,12.614833036345804,8.927983770274423,0.005652899669842331,0.905489269564008
