{'elevation': 19.0, 'canting': 7.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.90778105579833, 'frequency': 35.5, 'n': (5.205429028358611+2.7778295107639392j), 'wl': 8.444857971830986, 'prefactor': 0.054621180151764676}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
2.21,8.27544931709634,7.0132595960113,10.287117100756987,6.363773611848824,0.010877911609956955,0.9146786995024304
2.2199999999999998,8.411701920043866,7.125785079085037,10.446670021844117,6.538512013572362,0.010642155431835913,0.913971887035368
2.23,8.547756213053988,7.23823011954459,10.60679531697604,6.7172305983272125,0.010392279575943093,0.9132650546979104
2.2399999999999998,8.683551713620215,7.350554746177358,10.76745714992763,6.900001566404806,0.010128241078410033,0.9125582048993279
2.25,8.819030171514967,7.462715849486631,10.928620237588202,7.08689809595556,0.009850137093382694,0.9118513400390624
2.26,8.954132778008962,7.574672862621876,11.09025109505368,7.277994351778453,0.00955792188721172,0.911144462506728
2.27,9.088799995150522,7.686383496214139,11.252313616213172,7.4733654941500625,0.009251653012227582,0.9104375746821105
2.28,9.222973803416052,7.797806507218423,11.41477338187712,7.673087687692788,0.008931442901493678,0.9097306789351679
2.29,9.356593210780716,7.9088986553857845,11.577597584177033,7.877238110282543,0.008597287685595468,0.9090237776260305
2.3,9.489600703036698,8.019619068054611,11.740750550975758,8.085894961995635,0.008249306443989603,0.9083168731049999
2.31,9.621937869613632,8.129924253875343,11.90420107039588,8.299137474095113,0.007887605496082722,0.9076099677125504
2.32,9.75354502808241,8.239773203385772,12.067913185163926,8.5170459180563,0.007512276226544317,0.906903063779328
2.3299999999999996,9.88436312651366,8.349122863215994,12.231855373124317,8.739701614631784,0.007123429799669073,0.9061961636261505
2.34,10.014334128176761,8.457931262638759,12.395995534268271,8.967186942955657,0.006721203134500034,0.905489269564008
2.3499999999999996,10.143398962117663,8.56615680271647,12.560299393025282,9.199585349687059,0.006305703156945937,0.9047823838940625
2.36,10.271499272419483,8.673755190269567,12.72473687822392,9.436981358193176,0.005877116924739042,0.904075508907648
2.3699999999999997,10.3985783584534,8.780686250662336,12.889276440010663,9.67946057777138,0.005435572514817894,0.9033686468862705
2.38,10.524579162566333,8.88690756648812,13.053886457022388,9.9271097129109,0.004981294910375366,0.902661800101608
2.3899999999999997,10.649441790077175,8.992376755778116,13.218535464091154,10.18001657259361,0.004514365259244778,0.9019549708155105
2.4,10.773111476323365,9.097050978883297,13.383194976062196,10.438270079634359,0.004035067140188111,0.90124816128
2.4099999999999997,10.895530258993277,9.20088972448437,13.54783366483299,10.701960280060415,0.003543556698197519,0.9005413737372705
2.42,11.016644843174417,9.303850908217854,13.712423817971514,10.971178352530437,0.003040055036373331,0.8998346104196879
2.4299999999999997,11.136396445673926,9.40589255408022,13.87693412298649,11.246016617792593,0.0025247806557118597,0.8991278735497905
2.44,11.254732334085165,9.506973868261001,14.041338448508332,11.526568548182174,0.0019979611629910173,0.8984211653402879
2.4499999999999997,11.371597318730247,9.60705473539565,14.205608232022907,11.81292877715836,0.0014598133935181416,0.8977144879940625
2.46,11.486937038320955,9.706092853109778,14.36971626326842,12.105193108880513,0.0009105883282879266,0.897007843704168
2.4699999999999998,11.600697035585643,9.804048465672679,14.533635286379821,12.40345852782357,0.0003505020907790192,0.8963012346538305
2.48,11.712828792810958,9.900882064309307,14.697339983832073,12.707823208433002,-0.00022011745295164473,0.895594663016448
2.4899999999999998,11.82327578897275,9.996552989863913,14.860804468155616,13.018386524818869,-0.0008010744938632689,0.8948881309555904
2.5,11.931990039079327,10.091021353909206,15.024003405997048,13.335249060489422,-0.0013920148913763276,0.8941816406249999
2.51,12.038919003610102,10.184249462063718,15.186912989487183,13.65851261812382,-0.0019927530637126227,0.8934751941685904
2.52,12.144015319936042,10.276197357427327,15.349509989771631,13.98828022938438,-0.0026029646968476366,0.8927687937204479
2.53,12.247227812415613,10.366827319397842,15.511770613878843,14.32465616476795,-0.003222361697852774,0.8920624414048304
2.54,12.348510431156846,10.45610279724741,15.673673171139967,14.667745943496822,-0.003850641082644787,0.8913561393361681
2.55,12.44781464955373,10.543983752864408,15.835195588503607,15.017656343448744,-0.004487529806944185,0.8906498896190623
2.56,12.545093854400422,10.630436162125935,15.996316300694568,15.37449541112651,-0.00513271077164085,0.8899436943482879
2.57,12.640305724045865,10.715421285238365,16.15701686996783,15.738372471666601,-0.005785856730414373,0.8892375556087904
2.5799999999999996,12.733403728728662,10.798905611655897,16.317276633648188,16.10939813888742,-0.006446676644645654,0.888531475475688
2.59,12.824344343223885,10.88085260166741,16.477077360437445,16.487684325376694,-0.007114859035895988,0.8878254560142704
2.5999999999999996,12.913085978472994,10.96122878589387,16.636400361133955,16.87334425261817,-0.007790098134502467,0.88711949928
2.61,12.99958732176127,11.039999398035457,16.795229691504613,17.26649246115783,-0.008472021039754609,0.8864136073185105
2.6199999999999997,13.083808931361583,11.117130591723669,16.953548130723323,17.6672448208092,-0.009160328018391681,0.885707782165608
2.63,13.165711392672806,11.192591556945395,17.111341776339554,18.0757185408982,-0.009854725898504049,0.8850020258472705
2.6399999999999997,13.245481857379184,11.266735859941592,17.268591907597507,18.492032180547117,-0.010547910758472237,0.8842963403796479
2.65,13.322647742503067,11.338783687060706,17.42528815835869,18.916305658998112,-0.01125300735365725,0.8835907277690624
2.6599999999999997,13.397382911203593,11.409069327994903,17.581417181591007,19.348660265975838,-0.011963225736054215,0.8828851900120079
2.67,13.46965606407197,11.477560805457006,17.73696645078823,19.789218672089632,-0.012678134805029677,0.8821797290951504
2.6799999999999997,13.539430402748383,11.544230075208805,17.891923519300235,20.238104939274745,-0.01339747691224689,0.8814743469953279
2.69,13.606675179853749,11.609048054965248,18.04628007625581,20.695444531273218,-0.01412089023301699,0.8807690456795504
2.6999999999999997,13.671360679915148,11.67198816682802,18.200025090940883,21.16136432415375,-0.014848032383087278,0.880063827105
2.71,13.73345476827058,11.733022774400618,18.35315043298641,21.63599261687125,-0.01557861008055187,0.8793586932190304
2.7199999999999998,13.792929777012509,11.7921283316273,18.505647368073184,22.119459141865327,-0.016312283027076397,0.8786536459591681
2.73,13.849756771214775,11.849274691870615,18.65750923054105,22.611895075698524,-0.01704873686712917,0.8779486872531105
2.7399999999999998,13.90391081389617,11.904441759041127,18.80873021338189,23.113433049733462,-0.017787644134574374,0.8772438190187278
2.75,13.955366311335037,11.957604367453719,18.959305225247114,23.624207160849704,-0.01852864169885165,0.8765390431640624
2.76,14.004099202808941,12.008740244350703,19.109230166300293,24.144352982199575,-0.019271491524585016,0.875834361587328
2.77,14.050087605842723,12.057827709349985,19.25850040312882,24.67400757400368,-0.020015833887119357,0.8751297761769105
2.78,14.093307434896532,12.104843989696656,19.40711363068308,25.21330949438537,-0.02076136163512347,0.8744252888113679
2.79,14.133740972599453,12.149769788867427,19.555068948575837,25.762398810244918,-0.021507793869180784,0.8737209013594305
2.8,14.171366690702891,12.192586355126357,19.702364519886213,26.321417108172636,-0.022254794917394315,0.8730166156799999
2.81,14.206167718137086,12.233273646926165,19.84900024578482,26.890507505401715,-0.023002073757865216,0.8723124336221504
2.82,14.23812777336737,12.271814206305482,19.99497796425386,27.46981466079998,-0.02374937237145592,0.871608357025128
2.8299999999999996,14.267230769369199,12.308192465582334,20.140298321821938,28.05948478590138,-0.02449634581176187,0.8709043877183504
2.84,14.293460860401508,12.342391993541172,20.284964703829583,28.659665655976518,-0.025242798023190592,0.8702005275214081
2.8499999999999996,14.316806396073268,12.374394749419325,20.428979233777635,29.270506621142527,-0.02598833900294697,0.8694967782440626
2.86,14.3372537025677,12.404190062345997,20.57234678779409,29.89215861751251,-0.026732777642850397,0.868793141686248
2.8699999999999997,14.354792746358601,12.431761797244718,20.715072613915403,30.52477417838397,-0.027475836921732343,0.8680896196380705
2.88,14.369414588713427,12.457098220931012,20.857162119877874,31.168507445466922,-0.02821723367174192,0.8673862138798081
2.8899999999999997,14.381106346509847,12.480186753913285,20.99862083850154,31.82351418015093,-0.028956744290200023,0.8666829261819103
2.9,14.389864279783028,12.501017466236148,21.13945708247187,32.48995177481194,-0.02969407906869114,0.865979758305
2.9099999999999997,14.39568113965267,12.519579270731496,21.27967859123886,33.16797926415795,-0.030429018685929485,0.8652767119998704
2.92,14.398549924532784,12.535861370363158,21.41929497955792,33.85775733661446,-0.03116138233068236,0.8645737890074879
2.9299999999999997,14.398468642448217,12.549857892220029,21.558314759771196,34.55944834574885,-0.031890889515389875,0.8638709910589905
2.94,14.395430706137917,12.56155929027195,21.696747174796432,35.27321632173445,-0.0326172770545571,0.863168319875688
2.9499999999999997,14.389436671891756,12.570958353876872,21.834605372442386,35.9992269828536,-0.03334040845718176,0.8624657771690625
2.96,14.380483435854062,12.578049457552977,21.971899772333096,36.73764774704034,-0.034060078794328846,0.8617633646407679
2.9699999999999998,14.368570986143196,12.582826885483184,22.108642016598058,37.48864774346215,-0.03477606628520437,0.8610610839826306
2.98,14.353702256489411,12.58528638695138,22.244846770295656,38.2523978241413,-0.035488175019229684,0.8603589368766479
2.9899999999999998,14.335877900799396,12.585424668113804,22.380526963987208,39.02907057561519,-0.03619626320128561,0.8596569249949904
3.0,14.315099754348342,12.58323664228825,22.515696066327244,39.81884033063645,-0.03690010792775749,0.8589550499999999
3.01,14.291373656114823,12.578721709077469,22.65036888755819,40.62188317991185,-0.03759955942814751,0.8582533135441904
3.02,14.26470452552006,12.571878862271069,22.784561618616486,41.43837698388109,-0.03829444020460106,0.8575517172702479
3.03,14.235097099352492,12.56270571316418,22.918289639585705,42.26850138453436,-0.038984654045983114,0.8568502628110305
3.04,14.202557551391598,12.551203004766439,23.051568756874318,43.11243781726979,-0.039670043531913515,0.8561489517895681
3.05,14.167095071638617,12.53737205522211,23.184417736612655,43.97036952278965,-0.040350469876915075,0.8554477858190624
3.06,14.128718815312794,12.521214126794513,23.3168519605019,44.842481559036486,-0.0410257750085566,0.854746766502888
3.07,14.087439433385368,12.502729832283178,23.448892019227536,45.72896081316791,-0.041695891887068286,0.8540458954345904
3.08,14.04326784034925,12.481925683541037,23.580555511662897,46.62999601357144,-0.04236068071588977,0.853345174197888
3.09,13.996213691252871,12.458802011458669,23.711860187967204,47.545777741918,-0.043020068298539736,0.8526446043666704
3.0999999999999996,13.946291835231303,12.433367169052925,23.842825767446165,48.47649844525525,-0.043673927934587235,0.8519441875049999
3.11,13.893514410626034,12.405622146378105,23.97347289955023,49.42235244814,-0.04432222812922957,0.8512439251671104
3.1199999999999997,13.837900187958356,12.375576724465894,24.103823321776762,50.383535964809816,-0.04496483365393135,0.850543818897408
3.13,13.779460271003718,12.34323532822051,24.233894315227257,51.36024711139447,-0.045601732921002516,0.8498438702304705
3.1399999999999997,13.718213490164164,12.308605695611817,24.36371000426639,52.352685918165996,-0.0462328663320166,0.8491440806910479
3.15,13.654178309374975,12.271696986293467,24.493289406287513,53.36105434182883,-0.0468581488118429,0.8484444517940625
3.1599999999999997,13.587374534992303,12.23251804057321,24.622657169148283,54.385556277848536,-0.04747754146132841,0.8477449850446079
3.17,13.517816510954855,12.191076777919912,24.751831601057145,55.426397572820605,-0.048091051498161584,0.8470456819379505
3.1799999999999997,13.445531210241759,12.147385564616162,24.88083861303028,56.483786036877795,-0.04869861351400056,0.846346543959528
3.19,13.370536352752579,12.101454794636991,25.009698628003612,57.557931456137624,-0.049300280595618,0.8456475725849505
3.1999999999999997,13.292855961817,12.053297004465602,25.13843470707343,58.64904560518837,-0.04989596469261993,0.8449487692800001
3.21,13.212513183832822,12.002923892824642,25.267071434452564,59.75734225961518,-0.05048573848944596,0.8442501355006303
3.2199999999999998,13.12953688318171,11.950349143309197,25.395633577780952,60.883037208564765,-0.0510695636922396,0.8435516726929682
3.23,13.043945714637584,11.895586985321216,25.524139536335227,62.02634826735013,-0.05164747002162006,0.8428533822933105
3.2399999999999998,12.955769925020919,11.83865332637124,25.652617371457193,63.18749529009393,-0.05221954520686128,0.842155265728128
3.25,12.865041075619985,11.77956025170243,25.7810918769484,64.36670018241189,-0.05278573857466016,0.8414573244140624
3.26,12.771781992220095,11.71832802275091,25.909584708069215,65.56418691413477,-0.05334615582678102,0.8407595597579279
3.27,12.676025105512513,11.654971016638886,26.038121387124498,66.78018153207047,-0.05390082356347102,0.8400619731567104
3.28,12.577799960536954,11.589508233358595,26.166724871811258,68.01491217280463,-0.05444982480884868,0.8393645659975679
3.29,12.477141810860807,11.521957938346917,26.29542317065747,69.26860907554138,-0.054993229582431864,0.8386673396578306
3.3,12.374084200141022,11.452338117655373,26.42424004729025,70.54150459498261,-0.055531072606281685,0.8379702955049999
3.31,12.268656392471152,11.380671917757926,26.553197197233132,71.83383321424745,-0.05606349834185828,0.8372734348967504
3.32,12.160897861446655,11.306976319182997,26.682323044426713,73.14583155783004,-0.056590569931794336,0.8365767591809279
3.33,12.050845795975071,11.23127561170549,26.81164273877302,74.47773840459774,-0.05711241413733511,0.8358802696955504
3.34,11.938533404859415,11.153592068556428,26.941179028006896,75.82979470082763,-0.05762916505925172,0.835183967768808
3.3499999999999996,11.824005788370316,11.073947431128522,27.0709595856677,77.20224357328318,-0.05814088969533686,0.8344878547190624
3.36,11.707297213693888,10.99236555822499,27.201006442135675,78.59533034232977,-0.0586477543092536,0.833791931854848
3.3699999999999997,11.588452921596017,10.908872253990797,27.331347838414537,80.00930253508946,-0.059149897838128074,0.8330962004748705
3.38,11.467512982247461,10.823492349847783,27.462006452393837,81.4444098986357,-0.059647423171002696,0.8324006618680081
3.3899999999999997,11.344522211173807,10.736252146406434,27.593009512748296,82.90090441322644,-0.06014052449516542,0.8317053173133104
3.4,11.219527534902088,10.647178229325279,27.72438203049405,84.3790403055776,-0.060629380425104816,0.83101016808
3.4099999999999997,11.092572049909165,10.556300847112496,27.856147896147316,85.87907406217485,-0.061114109604302094,0.8303152154274706
3.42,10.963703027508313,10.463645790333802,27.988331182323144,87.4012644426257,-0.06159497907543256,0.8296204606052879
3.4299999999999997,10.832973846214507,10.369243752357857,28.120960047218546,88.94587249304988,-0.062072078766517144,0.8289259048531904
3.44,10.700429322748015,10.27312505638644,28.254056692361665,90.5131615595102,-0.06254564109147591,0.8282315494010879
3.4499999999999997,10.566123191650728,10.17532200043048,28.387645402959812,92.10339730148152,-0.06301591030911056,0.8275373954690625
3.46,10.430106673144103,10.07586517035176,28.521752340726326,93.7168477053603,-0.06348303099626317,0.8268434442673679
3.4699999999999998,10.292437238673953,9.974788733985282,28.65640266335547,95.35378309801216,-0.06394726315884228,0.8261496969964305
3.48,10.153167543124283,9.872125100560138,28.791618984686647,97.01447616036009,-0.06440883957176273,0.825456154846848
3.4899999999999998,10.012354587186309,9.767908841972293,28.927424513442794,98.69920194101074,-0.06486795530109842,0.8247628189993904
3.5,9.870055525381009,9.662177253644845,29.063845608387187,100.40823786992128,-0.06532490998175478,0.8240696906249999
3.51,9.72633108456841,9.554964687312554,29.20090336122933,102.14186377210427,-0.06577987618526619,0.8233767708847903
3.52,9.581243469351136,9.446311156552888,29.338623520773528,103.90036188137317,-0.06623320678568104,0.8226840609300479
3.53,9.434853133093418,9.336251991186522,29.477028818238118,105.68401685412593,-0.06668509892159287,0.8219915619022304
3.54,9.287226394316967,9.224826639070494,29.61614312226682,107.49311578316917,-0.06713580981364269,0.821299274932968
3.55,9.138423616112235,9.112075196987549,29.755987382578937,109.32794821158036,-0.06758572057340947,0.8206072011440624
3.56,8.988513700164306,8.998040147855091,29.896584029642934,111.18880614661063,-0.06803501760014609,0.8199153416474879
3.57,8.837566927897733,8.882762409002137,30.03795800023861,113.0759840736257,-0.06848404499794566,0.8192236975453905
3.58,8.685647735604705,8.766281836348682,30.18012779404974,114.98977897008734,-0.0689331129702013,0.818532269930088
3.59,8.532830736197887,8.648644206155454,30.323117472802124,116.93049031957283,-0.06938247486845026,0.8178410598840704
3.5999999999999996,8.379188467549636,8.52989458783975,30.466948674023698,118.89842012583509,-0.06983248227786334,0.81715006848
3.61,8.224790948464861,8.410077217727823,30.611639725417543,120.89387292690121,-0.07028349120145139,0.8164592967807105
3.6199999999999997,8.069715176016954,8.28923732652958,30.757214104953363,122.91715580921041,-0.07073580007636444,0.815768745839208
3.63,7.914037054564787,8.167424312465693,30.903688565684124,124.96857842179203,-0.0711897063623292,0.8150784166986705
3.6399999999999997,7.757834690735068,8.044684152217464,31.051086655223244,127.04845299048164,-0.0716456109302921,0.8143883103924479
3.65,7.601189015610677,7.921066676182056,31.199426051245872,129.15709433217796,-0.07210380591564487,0.8136984279440624
3.6599999999999997,7.444176356560685,7.796620326308876,31.348725642135644,131.2948198691375,-0.07256470678886802,0.813008770367208
3.67,7.286883411698631,7.671397046774518,31.499005820817533,133.4619496433102,-0.07302866160587579,0.8123193386657505
3.6799999999999997,7.129388143929508,7.545448026699915,31.650281430765776,135.65880633071254,-0.07349595907247977,0.811630133833728
3.69,6.971555730368026,7.4194085146814395,31.802965946694346,137.88571525584211,-0.07392604289074767,0.8109411568553505
3.6999999999999997,6.813882587524703,7.292139421611514,31.956302339140095,140.1430044061292,-0.07439889050907705,0.8102524087049999
3.71,6.656266939766136,7.164302816876899,32.11068951270622,142.43100444643002,-0.07487612882265877,0.8095638903472304
3.7199999999999998,6.498793124205765,7.035949647477308,32.26614093957719,144.7500487335571,-0.07535817240068068,0.8088756027367681
3.73,6.341552711761352,6.907138435876252,32.422674587763375,147.10047333085097,-0.07584536471457694,0.8081875468185105
3.7399999999999998,6.184637422593764,6.777923961152186,32.58030599373857,149.48261702278933,-0.076338154545013,0.807499723527528
3.75,6.0281367748850245,6.648365261901946,32.739046630998935,151.89682132963733,-0.07683696130990258,0.8068121337890625
3.76,5.8721434636225185,6.518518760065934,32.89891147562701,154.3434305221354,-0.07734205181232569,0.8061247785185279
3.77,5.716753593579693,6.388443535121607,33.05991704565462,156.8227916362283,-0.07785390970117657,0.8054376586215105
3.78,5.562059443464857,6.258198706961552,33.22207175808054,159.3352544878314,-0.07837301662519372,0.804750774993768
3.79,5.408159780792011,6.127845726864268,33.38539298944737,161.8811716876385,-0.07889966314971172,0.8040641285212305
3.8,5.255149635660523,5.99744563028882,33.549888354269655,164.46089865596687,-0.07943425072855016,0.8033777200799999
3.81,5.103126149757454,5.8670594330762205,33.71556993326964,167.07479363764347,-0.07997727823802453,0.8026915505363504
3.82,4.952189520298342,5.7367487990420205,33.88244881372096,169.72321771692887,-0.080529174741897,0.802005620746728
3.83,4.802437010485982,5.606578429198467,34.05053437482157,172.40653483248204,-0.08109022803155208,0.8013199315577504
3.84,4.653972318296012,5.476611419655066,34.219837271777386,175.12511179236284,-0.08166099438329165,0.8006344838062079
3.8499999999999996,4.506893197957551,5.346912742155626,34.39036139116241,177.87931828907554,-0.08224179606714974,0.7999492783190625
3.86,4.361301951297794,5.217547089071409,34.56212047290252,180.66952691465036,-0.08283313402957743,0.7992643159134479
3.8699999999999997,4.217301449242918,5.088579781263109,34.73511980421728,183.4961131757646,-0.08343534334039411,0.7985795973966705
3.88,4.074992010534281,4.960076209915632,34.909362996721484,186.35945550890398,-0.08404891740602162,0.7978951235662081
3.8899999999999997,3.934477178441048,4.83210586115414,35.08485740824948,189.25993529556177,-0.08467421516106823,0.7972108952097104
3.9,3.7958620557632643,4.704733190807093,35.26160865403351,192.19793687747898,-0.08531169007431626,0.7965269131049999
3.9099999999999997,3.6592476867350503,4.578027178232658,35.439621623201994,195.173847571922,-0.08596175028353387,0.7958431780200704
3.92,3.5247392445043677,4.452055121391116,35.61889814102579,198.18805768700182,-0.0866247881770652,0.795159690713088
3.9299999999999997,3.392439481981495,4.32688607991003,35.79944071221967,201.24096053702988,-0.08730131367647591,0.7944764519323905
3.94,3.2624538329771178,4.202589815890173,35.98125242242308,204.33295245791604,-0.08799164632937394,0.793793462416488
3.9499999999999997,3.1348825137833543,4.079234741384021,36.16433401954028,207.4644328226034,-0.08869616672359447,0.7931107228940626
3.96,3.009831623686577,3.9568887441008913,36.34868605419258,210.63580405654463,-0.08941535618930278,0.7924282340839679
3.9699999999999998,2.887404888575704,3.835624698904653,36.534308058737125,213.8474716532154,-0.09014960174150266,0.7917459966952304
3.98,2.7677047933670735,3.7155112210492995,36.72120139702451,217.09984418966954,-0.09089924574699623,0.791064011427048
3.9899999999999998,2.6508336969941455,3.5966185701043036,36.909359930945655,220.3933333421311,-0.09166472409789136,0.7903822789687904
4.0,2.5368922070532784,3.4790161338192003,37.09878422916306,223.7283539016281,-0.09244643328869503,0.7897007999999999
4.01,2.4259845972859906,3.3627765413458843,37.28946792102339,227.1053237896633,-0.09324467961860075,0.7890195751903905
4.02,2.318210122675884,3.2479693776659433,37.4814097322511,230.5246640739264,-0.09405993827643745,0.7883386051998479
4.03,2.213668996754814,3.1346657383606056,37.674602584273245,233.98679898404433,-0.09489253493320422,0.7876578906784304
4.04,2.1124606289274803,3.0229353472611225,37.869043201788,237.49215592737013,-0.09574279800601039,0.7869774322663681
4.05,2.0146838944269416,2.912849535021404,38.06472338676234,241.0411655048139,-0.09661111852475848,0.7862972305940624
4.06,1.920433848164488,2.804477429013612,38.261635403992216,244.6342615267103,-0.09749781654479249,0.785617286282088
4.07,1.8298082870196775,2.697892561074901,38.459770148818464,248.27188102872685,-0.09840321752832004,0.7849375999411904
4.08,1.7429008518656426,2.593161606538003,38.659122777059785,251.9544642878099,-0.0993277076448399,0.7842581721722879
4.09,1.6598053479814763,2.4903562471856646,38.85968117665044,255.6824548381732,-0.10027150935350977,0.7835790035664705
4.1,1.5806129364755828,2.3895459504490724,39.06143295658119,259.45629948732227,-0.10123503023943403,0.782900094705
4.109999999999999,1.505414097747163,2.290799546457975,39.26437032518128,263.2764483321201,-0.10221848045166351,0.7822214461593104
4.12,1.4342972624519752,2.19418641335659,39.46847983933096,267.1433547748919,-0.10322218786058403,0.7815430584910078
4.13,1.3673498845265168,2.0997755689856485,39.67374838103469,271.05747553956763,-0.10424639111241178,0.7808649322518706
4.14,1.3046552977508141,2.007633955414997,39.88016501703904,275.019270687867,-0.10529141485768101,0.780187067983848
4.1499999999999995,1.246297965829242,1.9178291649714894,40.08771339360291,279.02920363552096,-0.10635745932478251,0.7795094662190626
4.16,1.1923570480345524,1.830429121949669,40.29637849741351,283.0877411685339,-0.10744477950948667,0.7788321274798079
4.17,1.1429121480844693,1.7454986166974205,40.50614517896053,287.19535345948344,-0.10855357173817003,0.7781550522785504
4.18,1.0980393267257127,1.6631052333357264,40.71699904448047,291.3525140838633,-0.10968410002995398,0.7774782411179281
4.1899999999999995,1.0578120052362299,1.5833120405856358,40.92892132327819,295.5597000364612,-0.11083650084662433,0.7768016944907504
4.2,1.0223024194699135,1.5061838822228868,41.14189598236415,299.81739174777914,-0.11201099385287766,0.77612541288
4.21,0.9915782064487972,1.4317840951432472,41.35590413172522,304.12607310049015,-0.11320767236195264,0.7754493967588304
4.22,0.9657065331977343,1.3601748808439091,41.570927126202555,308.48623144593836,-0.11442680381335169,0.7747736465905681
4.2299999999999995,0.9447510884770354,1.2914186931522686,41.786946679482526,312.8983576206747,-0.11566848505905523,0.7740981628287105
4.24,0.9287713348882533,1.2255741478937152,42.00393971100548,317.3629459630338,-0.11693274820205803,0.773422945916928
4.25,0.9178264488170408,1.1627019552701876,42.221889290758604,321.8804943297486,-0.11821979299528722,0.7727479962890624
4.26,0.9119696752063557,1.1028601032669252,42.44077467086886,326.45150411260755,-0.11952966314290826,0.772073314369128
4.27,0.9112534683906747,1.0461061674447933,42.660570701695846,331.07648025514743,-0.12086248885426794,0.7713989005713104
4.28,0.9157262113472192,0.9924949605501179,42.88126099758905,335.75593126938804,-0.12221828732722274,0.7707247552999679
4.29,0.9254330756645758,0.9420829716492395,43.102817882906145,340.49036925260356,-0.12359708333107854,0.7700508789496305
4.3,0.9404165302612362,0.8949229949203427,43.32521905161909,345.28030990413737,-0.12499886188834632,0.7693772719049999
4.31,0.9607147748168453,0.8510660153031979,43.54844556031979,350.12627254225214,-0.12642375314096477,0.7687039345409507
4.32,0.9863635502062886,0.8105652009017915,43.77246711565325,355.02878012102184,-0.12787159808670012,0.768030867222528
4.33,1.0173933654281104,0.773467802678458,43.997266942589775,359.98835924726035,-0.12934245626036028,0.7673580703049505
4.34,1.0538342133625795,0.7398224988603487,44.22281704422878,365.00554019749364,-0.13083624198363225,0.7666855441336079
4.35,1.0957092837130158,0.7096761262249934,44.44909023594341,370.0808569349672,-0.13235289296157474,0.7660132890440624
4.36,1.143040668871186,0.6830724887123482,44.676065464219135,375.21484712669513,-0.1338923429724592,0.765341305362048
4.37,1.195844642854215,0.6600556672160857,44.903716367938,380.4080521605464,-0.1354544620194015,0.7646695934034704
4.38,1.254135870503842,0.64066664382474,45.13201589082323,385.6610171623741,-0.1370390968693906,0.763998153474408
4.39,1.3179239343804763,0.6249454620973964,45.3609406356291,390.9742910131802,-0.13864624824003405,0.7633269858711105
4.3999999999999995,1.3872149431812018,0.6129301456993499,45.590464682166576,396.34842636632186,-0.14027559045753393,0.7626560908800001
4.41,1.4620106690765695,0.6046572294994251,45.82056071426735,401.7839796647566,-0.14192701597988963,0.7619854687776705
4.42,1.5423109314645849,0.6001607046795934,46.0512012805871,407.28151115832475,-0.1436003860293903,0.761315119830888
4.43,1.6281097451600555,0.599473797237146,46.28236092781447,412.84158492107616,-0.14529539608782194,0.7606450442965905
4.4399999999999995,1.7193972107593605,0.6026269608738123,46.51401685786164,418.46476886863115,-0.1470119405531111,0.759975242421888
4.45,1.8161607135150573,0.6096488739441616,46.74613971819694,424.15163477558383,-0.14874967049690135,0.7593057144440625
4.46,1.918383959476338,0.6205664894603056,46.97870169652492,429.9027582929416,-0.1505083619045458,0.7586364605905678
4.47,2.0260459611955977,0.6354054360402122,47.211682628122745,435.71871896560936,-0.15228771422875734,0.7579674810790307
4.4799999999999995,2.1391209425498943,0.6541873240807445,47.44504643754344,441.6001002499076,-0.15408749419046092,0.7572987761172478
4.49,2.2575829290136626,0.6769337510780234,47.6787768824556,447.5474895311331,-0.155907330774783,0.7566303459031903
4.5,2.38139706853198,0.7036635414547024,47.91284203297619,453.5614781411558,-0.15774690778439612,0.755962190625
4.51,2.510526280787814,0.7343923625342358,48.14721791177632,459.64266137606023,-0.15960591276590796,0.7552943104609905
4.52,2.644933157274758,0.7691357053255478,48.38187987855772,465.791638513821,-0.16148397070860612,0.754626705579648
4.53,2.7845740126715333,0.8079059832263433,48.61679845188728,472.00901283202063,-0.16338070045733954,0.7539593761396303
4.54,2.9293986768837943,0.8507121592267491,48.85195151747426,478.295391625604,-0.16529574790727902,0.7532923222897681
4.55,3.079359308042921,0.8975627205081712,49.087314614342965,484.65138622467674,-0.16722875150953587,0.7526255441690624
4.56,3.234397782493698,0.9484636374399258,49.322861803850856,491.0776120123384,-0.16917917167415664,0.751959041906688
4.57,3.394456170483071,1.0034183505255463,49.55856840012516,497.57468844255754,-0.17114668411728912,0.7512928156219905
4.58,3.559471234419032,1.0624274217773086,49.79441043254736,504.14323905808277,-0.17313082686590986,0.750626865424488
4.59,3.7293798005954355,1.1254912849716143,50.03036381056447,510.7838915083998,-0.1751311141145264,0.7499611914138705
4.6,3.9041122439276945,1.192604861100662,50.26640723186743,517.4972775677206,-0.17714715679417298,0.74929579368
4.61,4.083593119563817,1.2637631222938603,50.50251370029011,524.2840331530167,-0.17917836684583083,0.7486306723029105
4.62,4.2677506311824205,1.3389581375295088,50.73866351024554,531.1447983420873,-0.1812244107282139,0.7479658273528078
4.63,4.4564990150664485,1.4181802093108333,50.97483585336237,538.0802173916729,-0.18328468010208865,0.7473012588900705
4.64,4.6497595106550555,1.5014154947082372,51.21100721633438,545.0909387556032,-0.1853587405655179,0.746636966965248
