,Ze_tmm,Ze_ray,A,Ze_inst,rr
2025-06-06 00:41:58+00:00,10.577559346768963,9.935968369106554,0.05913432262040924,8.636,0.098
2025-06-06 00:42:58+00:00,0.09023277708168861,-0.4567226531744063,0.00616620908945216,-2.442,0.011
2025-06-06 00:43:58+00:00,,,0.0,,0.0
2025-06-06 00:44:58+00:00,,,0.0,,0.0
2025-06-06 00:45:58+00:00,,,0.0,,0.0
2025-06-06 00:46:58+00:00,,,0.0,,0.0
2025-06-06 00:47:58+00:00,,,0.0,,0.0
2025-06-06 00:48:58+00:00,,,0.0,,0.0
2025-06-06 00:49:58+00:00,,,0.0,,0.0
2025-06-06 00:50:58+00:00,,,0.0,,0.0
2025-06-06 00:51:58+00:00,,,0.0,,0.0
2025-06-06 00:52:58+00:00,-4.9641830726371445,-5.356103530139167,0.003061056380662174,-5.842,0.008
2025-06-06 00:53:58+00:00,,,0.0,,0.0
2025-06-06 00:54:58+00:00,,,0.0,,0.0
2025-06-06 00:55:58+00:00,,,0.0,,0.0
2025-06-06 00:56:58+00:00,,,0.0,,0.0
2025-06-06 00:57:58+00:00,,,0.0,,0.0
2025-06-06 00:58:58+00:00,,,0.0,,0.0
2025-06-06 00:59:58+00:00,,,0.0,,0.0
2025-06-06 01:00:58+00:00,,,0.0,,0.0
2025-06-06 01:01:58+00:00,3.9925672702148036,3.3144336671174353,0.012071113077409951,2.787,0.027
2025-06-06 01:02:58+00:00,,,0.0,,0.0
2025-06-06 01:03:58+00:00,,,0.0,,0.0
2025-06-06 01:04:58+00:00,,,0.0,,0.0
2025-06-06 01:05:58+00:00,6.0414146381120934,5.581042930521662,0.030433236313074763,5.077,0.082
2025-06-06 01:06:58+00:00,3.6503183174754277,3.207600644290774,0.0181490693754792,2.863,0.044
2025-06-06 01:07:58+00:00,3.072467553320639,2.693313028126541,0.018912236605791066,1.998,0.046
2025-06-06 01:08:58+00:00,5.950200743602716,5.534115022245327,0.03343730427620518,5.101,0.095
2025-06-06 01:09:58+00:00,14.666129310230989,14.03466861219049,0.1566454283369513,13.046,0.315
2025-06-06 01:10:58+00:00,1.545618303887564,1.0842456997957313,0.010989426941128633,0.705,0.023
2025-06-06 01:11:58+00:00,,,0.0,,0.0
2025-06-06 01:12:58+00:00,,,0.0,,0.0
2025-06-06 01:13:58+00:00,,,0.0,,0.0
2025-06-06 01:14:58+00:00,,,0.0,,0.0
2025-06-06 01:15:58+00:00,,,0.0,,0.0
2025-06-06 01:16:58+00:00,,,0.0,,0.0
2025-06-06 01:17:58+00:00,,,0.0,,0.0
2025-06-06 01:18:58+00:00,,,0.0,,0.0
2025-06-06 01:19:58+00:00,,,0.0,,0.0
2025-06-06 01:20:58+00:00,,,0.0,,0.0
2025-06-06 01:21:58+00:00,,,0.0,,0.0
2025-06-06 01:22:58+00:00,,,0.0,,0.0
2025-06-06 01:23:58+00:00,,,0.0,,0.0
2025-06-06 01:24:58+00:00,19.48977854003317,18.28179104878759,0.1164476463859356,18.18,0.194
2025-06-06 01:25:58+00:00,20.83041196571139,19.593663019246637,0.21958667952871036,19.483,0.405
2025-06-06 01:26:58+00:00,17.799152056402196,16.647445665477143,0.14810824863102873,16.449,0.278
2025-06-06 01:27:58+00:00,13.48050321058506,12.519422179150252,0.07145855699241783,12.406,0.172
2025-06-06 01:28:58+00:00,12.376230122105461,11.453312107327276,0.0591287724459767,10.499,0.126
2025-06-06 01:29:58+00:00,9.031231346666482,8.356053257559049,0.0384919366916043,7.722,0.095
2025-06-06 01:30:58+00:00,5.480635480656143,4.8160566487320855,0.017939343095766593,4.477,0.049
2025-06-06 01:31:58+00:00,5.852580894486968,5.02676811405406,0.015622420477204366,4.768,0.039
2025-06-06 01:32:58+00:00,2.8801917310395413,2.17112401926616,0.009248861481476219,1.88,0.027
2025-06-06 01:33:58+00:00,0.31016934054233897,-0.17970965520597526,0.007107690530143348,-1.964,0.014
2025-06-06 01:34:58+00:00,,,0.0,,0.0
2025-06-06 01:35:58+00:00,,,0.0,,0.0
2025-06-06 01:36:58+00:00,,,0.0,,0.0
2025-06-06 01:37:58+00:00,,,0.0,,0.0
2025-06-06 01:38:58+00:00,5.08457247555549,4.081377979866175,0.01007158423537299,3.902,0.026
2025-06-06 01:39:58+00:00,3.156664580884953,2.5068468375038604,0.010381879812866543,2.162,0.029
2025-06-06 01:40:58+00:00,,,0.0,,0.0
2025-06-06 01:41:58+00:00,,,0.0,,0.0
2025-06-06 01:42:58+00:00,,,0.0,,0.0
2025-06-06 01:43:58+00:00,,,0.0,,0.0
2025-06-06 01:44:58+00:00,,,0.0,,0.0
2025-06-06 01:45:58+00:00,,,0.0,,0.0
2025-06-06 01:46:58+00:00,,,0.0,,0.0
2025-06-06 01:47:58+00:00,,,0.0,,0.0
2025-06-06 01:48:58+00:00,,,0.0,,0.0
2025-06-06 01:49:58+00:00,,,0.0,,0.0
2025-06-06 01:50:58+00:00,,,0.0,,0.0
2025-06-06 01:51:58+00:00,,,0.0,,0.0
2025-06-06 01:52:58+00:00,,,0.0,,0.0
2025-06-06 01:53:58+00:00,,,0.0,,0.0
2025-06-06 01:54:58+00:00,,,0.0,,0.0
2025-06-06 01:55:58+00:00,,,0.0,,0.0
2025-06-06 01:56:58+00:00,,,0.0,,0.0
2025-06-06 01:57:58+00:00,,,0.0,,0.0
2025-06-06 01:58:58+00:00,,,0.0,,0.0
2025-06-06 01:59:58+00:00,,,0.0,,0.0
2025-06-06 02:00:58+00:00,,,0.0,,0.0
2025-06-06 02:01:58+00:00,,,0.0,,0.0
2025-06-06 02:02:58+00:00,,,0.0,,0.0
2025-06-06 02:03:58+00:00,,,0.0,,0.0
2025-06-06 02:04:58+00:00,,,0.0,,0.0
2025-06-06 02:05:58+00:00,,,0.0,,0.0
2025-06-06 02:06:58+00:00,,,0.0,,0.0
2025-06-06 02:07:58+00:00,,,0.0,,0.0
2025-06-06 02:08:58+00:00,,,0.0,,0.0
2025-06-06 02:09:58+00:00,,,0.0,,0.0
2025-06-06 02:10:58+00:00,,,0.0,,0.0
2025-06-06 02:11:58+00:00,14.3344883331239,13.16506032316571,0.05423754456992045,12.877,0.095
2025-06-06 02:12:58+00:00,9.133841377408322,8.168355316354209,0.026098860026399037,8.054,0.067
2025-06-06 02:13:58+00:00,6.625232652606413,5.805850789300253,0.017830785359192743,5.634,0.046
2025-06-06 02:14:58+00:00,2.5416232160271663,1.9096218997935475,0.0090892462309879,1.625,0.021
2025-06-06 02:15:58+00:00,,,0.0,,0.0
2025-06-06 02:16:58+00:00,,,0.0,,0.0
2025-06-06 02:17:58+00:00,,,0.0,,0.0
2025-06-06 02:18:58+00:00,,,0.0,,0.0
2025-06-06 02:19:58+00:00,,,0.0,,0.0
2025-06-06 02:20:58+00:00,,,0.0,,0.0
2025-06-06 02:21:58+00:00,,,0.0,,0.0
2025-06-06 02:22:58+00:00,,,0.0,,0.0
2025-06-06 02:23:58+00:00,,,0.0,,0.0
2025-06-06 02:24:58+00:00,,,0.0,,0.0
2025-06-06 02:25:58+00:00,,,0.0,,0.0
2025-06-06 02:26:58+00:00,,,0.0,,0.0
2025-06-06 02:27:58+00:00,5.139198607129592,4.376490754300773,0.013573736896386364,4.136,0.032
2025-06-06 02:28:58+00:00,6.186009860205526,5.446826331996075,0.01801438983187864,5.212,0.05
2025-06-06 02:29:58+00:00,9.044546395953471,8.373503003146519,0.03989322580912195,8.066,0.108
2025-06-06 02:30:58+00:00,7.64641484618244,7.042626052180343,0.03342325395719352,6.244,0.086
2025-06-06 02:31:58+00:00,13.279191270808724,12.222579269615036,0.04934460251060959,11.866,0.097
2025-06-06 02:32:58+00:00,23.709984880100503,22.511160856412083,0.3384054588570628,22.405,0.601
2025-06-06 02:33:58+00:00,25.239689599932206,24.067844853071033,0.49584673140894064,23.983,0.914
2025-06-06 02:34:58+00:00,27.751997925291633,26.582989872222548,0.859912738432968,26.478,1.501
2025-06-06 02:35:58+00:00,20.76448229060016,19.64654980933719,0.2765795226781381,19.544,0.578
2025-06-06 02:36:58+00:00,19.448984561898587,18.330794136551788,0.18656380312546791,18.151,0.4
2025-06-06 02:37:58+00:00,25.359131030638956,24.17401195789361,0.6164645487277212,24.072,1.243
2025-06-06 02:38:58+00:00,19.29861234040758,18.24078329623931,0.20920021496808372,18.151,0.467
2025-06-06 02:39:58+00:00,15.563296681522328,14.529543482406329,0.10177398490524228,13.644,0.205
2025-06-06 02:40:58+00:00,16.991738267087484,15.88547209772289,0.11805844933945389,15.686,0.252
2025-06-06 02:41:58+00:00,11.454003457880969,10.59398207971208,0.052283279315486465,10.391,0.133
2025-06-06 02:42:58+00:00,,,0.0,,0.0
2025-06-06 02:43:58+00:00,,,0.0,,0.0
2025-06-06 02:44:58+00:00,-1.4330181093547005,-1.924511056751059,0.004730123156933832,-2.466,0.009
2025-06-06 02:45:58+00:00,,,0.0,,0.0
2025-06-06 02:46:58+00:00,,,0.0,,0.0
2025-06-06 02:47:58+00:00,21.097602539279656,19.927590662603002,0.132739429644725,19.857,0.2
2025-06-06 02:48:58+00:00,18.687751106032707,17.498529853220855,0.10742279730866314,17.429,0.193
2025-06-06 02:49:58+00:00,13.98210264934308,12.879681557774665,0.06722018266149543,12.785,0.145
2025-06-06 02:50:58+00:00,7.44182468695392,6.641933829722393,0.022139421727827173,6.459,0.056
2025-06-06 02:51:58+00:00,,,0.0,,0.0
2025-06-06 02:52:58+00:00,,,0.0,,0.0
2025-06-06 02:53:58+00:00,,,0.0,,0.0
2025-06-06 02:54:58+00:00,12.995958352268694,11.744061799577494,0.034527825020576663,11.61,0.059
2025-06-06 02:55:58+00:00,,,0.0,,0.0
2025-06-06 02:56:58+00:00,,,0.0,,0.0
2025-06-06 02:57:58+00:00,,,0.0,,0.0
2025-06-06 02:58:58+00:00,15.898096938702398,14.724526764395591,0.09218350899147953,14.566,0.199
2025-06-06 02:59:58+00:00,16.540263620112714,15.526021321397277,0.13630473700902188,15.359,0.312
2025-06-06 03:00:58+00:00,14.093195720425395,13.211132878988876,0.09200031657109156,13.036,0.234
2025-06-06 03:01:58+00:00,9.809959527361528,8.998469762458338,0.03784179704856972,8.108,0.08
2025-06-06 03:02:58+00:00,,,0.0,,0.0
2025-06-06 03:03:58+00:00,,,0.0,,0.0
2025-06-06 03:04:58+00:00,,,0.0,,0.0
2025-06-06 03:05:58+00:00,,,0.0,,0.0
2025-06-06 03:06:58+00:00,,,0.0,,0.0
2025-06-06 03:07:58+00:00,,,0.0,,0.0
2025-06-06 03:08:58+00:00,,,0.0,,0.0
2025-06-06 03:09:58+00:00,,,0.0,,0.0
2025-06-06 03:10:58+00:00,,,0.0,,0.0
2025-06-06 03:11:58+00:00,,,0.0,,0.0
2025-06-06 03:12:58+00:00,,,0.0,,0.0
2025-06-06 03:13:58+00:00,,,0.0,,0.0
2025-06-06 03:14:58+00:00,,,0.0,,0.0
2025-06-06 03:15:58+00:00,,,0.0,,0.0
2025-06-06 03:16:58+00:00,,,0.0,,0.0
2025-06-06 03:17:58+00:00,,,0.0,,0.0
2025-06-06 03:18:58+00:00,,,0.0,,0.0
2025-06-06 03:19:58+00:00,,,0.0,,0.0
2025-06-06 03:20:58+00:00,,,0.0,,0.0
2025-06-06 03:21:58+00:00,,,0.0,,0.0
2025-06-06 03:22:58+00:00,,,0.0,,0.0
2025-06-06 03:23:58+00:00,,,0.0,,0.0
2025-06-06 03:24:58+00:00,,,0.0,,0.0
2025-06-06 03:25:58+00:00,,,0.0,,0.0
2025-06-06 03:26:58+00:00,,,0.0,,0.0
2025-06-06 03:27:58+00:00,,,0.0,,0.0
2025-06-06 03:28:58+00:00,,,0.0,,0.0
2025-06-06 03:29:58+00:00,,,0.0,,0.0
2025-06-06 03:30:58+00:00,,,0.0,,0.0
2025-06-06 03:31:58+00:00,,,0.0,,0.0
2025-06-06 03:32:58+00:00,0.11958500349772588,-0.4884574009099258,0.005427089207703742,-0.743,0.012
2025-06-06 03:33:58+00:00,5.62736562138901,5.022934310448374,0.01967498144309257,4.749,0.053
2025-06-06 03:34:58+00:00,5.1613793538418715,4.5808056774216395,0.018654568539661333,4.314,0.056
2025-06-06 03:35:58+00:00,-1.8922269667088953,-2.32733714822486,0.005161292330988109,-3.233,0.013
2025-06-06 03:36:58+00:00,,,0.0,,0.0
2025-06-06 03:37:58+00:00,,,0.0,,0.0
2025-06-06 03:38:58+00:00,,,0.0,,0.0
2025-06-06 03:39:58+00:00,,,0.0,,0.0
2025-06-06 03:40:58+00:00,,,0.0,,0.0
2025-06-06 03:41:58+00:00,,,0.0,,0.0
2025-06-06 03:42:58+00:00,,,0.0,,0.0
2025-06-06 03:43:58+00:00,,,0.0,,0.0
2025-06-06 03:44:58+00:00,,,0.0,,0.0
2025-06-06 03:45:58+00:00,,,0.0,,0.0
2025-06-06 03:46:58+00:00,,,0.0,,0.0
2025-06-06 03:47:58+00:00,,,0.0,,0.0
2025-06-06 03:48:58+00:00,,,0.0,,0.0
2025-06-06 03:49:58+00:00,,,0.0,,0.0
2025-06-06 03:50:58+00:00,,,0.0,,0.0
2025-06-06 03:51:58+00:00,,,0.0,,0.0
2025-06-06 03:52:58+00:00,,,0.0,,0.0
2025-06-06 03:53:58+00:00,,,0.0,,0.0
2025-06-06 03:54:58+00:00,,,0.0,,0.0
2025-06-06 03:55:58+00:00,,,0.0,,0.0
2025-06-06 03:56:58+00:00,,,0.0,,0.0
2025-06-06 03:57:58+00:00,,,0.0,,0.0
2025-06-06 03:58:58+00:00,,,0.0,,0.0
2025-06-06 03:59:58+00:00,,,0.0,,0.0
2025-06-06 04:00:58+00:00,,,0.0,,0.0
2025-06-06 04:01:58+00:00,,,0.0,,0.0
2025-06-06 04:02:58+00:00,,,0.0,,0.0
2025-06-06 04:03:58+00:00,,,0.0,,0.0
2025-06-06 04:04:58+00:00,,,0.0,,0.0
2025-06-06 04:05:58+00:00,,,0.0,,0.0
2025-06-06 04:06:58+00:00,,,0.0,,0.0
2025-06-06 04:07:58+00:00,,,0.0,,0.0
2025-06-06 04:08:58+00:00,,,0.0,,0.0
2025-06-06 04:09:58+00:00,,,0.0,,0.0
2025-06-06 04:10:58+00:00,,,0.0,,0.0
2025-06-06 04:11:58+00:00,,,0.0,,0.0
2025-06-06 04:12:58+00:00,,,0.0,,0.0
2025-06-06 04:13:58+00:00,,,0.0,,0.0
2025-06-06 04:14:58+00:00,,,0.0,,0.0
2025-06-06 04:15:58+00:00,,,0.0,,0.0
2025-06-06 04:16:58+00:00,,,0.0,,0.0
2025-06-06 04:17:58+00:00,,,0.0,,0.0
2025-06-06 04:18:58+00:00,,,0.0,,0.0
2025-06-06 04:19:58+00:00,,,0.0,,0.0
2025-06-06 04:20:58+00:00,,,0.0,,0.0
2025-06-06 04:21:58+00:00,,,0.0,,0.0
2025-06-06 04:22:58+00:00,,,0.0,,0.0
2025-06-06 04:23:58+00:00,,,0.0,,0.0
2025-06-06 04:24:58+00:00,,,0.0,,0.0
2025-06-06 04:25:58+00:00,,,0.0,,0.0
2025-06-06 04:26:58+00:00,,,0.0,,0.0
2025-06-06 04:27:58+00:00,,,0.0,,0.0
2025-06-06 04:28:58+00:00,,,0.0,,0.0
2025-06-06 04:29:58+00:00,,,0.0,,0.0
2025-06-06 04:30:58+00:00,,,0.0,,0.0
2025-06-06 04:31:58+00:00,,,0.0,,0.0
2025-06-06 04:32:58+00:00,,,0.0,,0.0
2025-06-06 04:33:58+00:00,,,0.0,,0.0
2025-06-06 04:34:58+00:00,,,0.0,,0.0
2025-06-06 04:35:58+00:00,,,0.0,,0.0
2025-06-06 04:36:58+00:00,,,0.0,,0.0
2025-06-06 04:37:58+00:00,13.405327148081023,12.21838548973032,0.04537228822180325,12.137,0.088
2025-06-06 04:38:58+00:00,27.22443442249876,26.294395804787317,0.5482539645765586,26.269,0.882
2025-06-06 04:39:58+00:00,19.81675374756044,18.69150993887212,0.21962249600713576,18.564,0.473
2025-06-06 04:40:58+00:00,22.622122756434997,21.50101205450037,0.3395649716111944,21.398,0.704
2025-06-06 04:41:58+00:00,15.619536619159147,14.594758450915142,0.11018577247785333,14.466,0.265
2025-06-06 04:42:58+00:00,8.718789246957,7.541972338107563,0.01824880701497695,7.409,0.04
2025-06-06 04:43:58+00:00,,,0.0,,0.0
2025-06-06 04:44:58+00:00,,,0.0,,0.0
2025-06-06 04:45:58+00:00,,,0.0,,0.0
2025-06-06 04:46:58+00:00,,,0.0,,0.0
2025-06-06 04:47:58+00:00,,,0.0,,0.0
2025-06-06 04:48:58+00:00,,,0.0,,0.0
2025-06-06 04:49:58+00:00,,,0.0,,0.0
2025-06-06 04:50:58+00:00,,,0.0,,0.0
2025-06-06 04:51:58+00:00,,,0.0,,0.0
2025-06-06 04:52:58+00:00,,,0.0,,0.0
2025-06-06 04:53:58+00:00,,,0.0,,0.0
2025-06-06 04:54:58+00:00,,,0.0,,0.0
2025-06-06 04:55:58+00:00,,,0.0,,0.0
2025-06-06 04:56:58+00:00,,,0.0,,0.0
2025-06-06 04:57:58+00:00,,,0.0,,0.0
2025-06-06 04:58:58+00:00,,,0.0,,0.0
2025-06-06 04:59:58+00:00,,,0.0,,0.0
2025-06-06 05:00:58+00:00,,,0.0,,0.0
2025-06-06 05:01:58+00:00,,,0.0,,0.0
2025-06-06 05:02:58+00:00,,,0.0,,0.0
2025-06-06 05:03:58+00:00,,,0.0,,0.0
2025-06-06 05:04:58+00:00,,,0.0,,0.0
2025-06-06 05:05:58+00:00,,,0.0,,0.0
2025-06-06 05:06:58+00:00,,,0.0,,0.0
2025-06-06 05:07:58+00:00,,,0.0,,0.0
2025-06-06 05:08:58+00:00,,,0.0,,0.0
2025-06-06 05:09:58+00:00,,,0.0,,0.0
2025-06-06 05:10:58+00:00,,,0.0,,0.0
2025-06-06 05:11:58+00:00,,,0.0,,0.0
2025-06-06 05:12:58+00:00,,,0.0,,0.0
2025-06-06 05:13:58+00:00,,,0.0,,0.0
2025-06-06 05:14:58+00:00,,,0.0,,0.0
2025-06-06 05:15:58+00:00,,,0.0,,0.0
2025-06-06 05:16:58+00:00,,,0.0,,0.0
2025-06-06 05:17:58+00:00,,,0.0,,0.0
2025-06-06 05:18:58+00:00,,,0.0,,0.0
2025-06-06 05:19:58+00:00,,,0.0,,0.0
2025-06-06 05:20:58+00:00,,,0.0,,0.0
2025-06-06 05:21:58+00:00,,,0.0,,0.0
2025-06-06 05:22:58+00:00,,,0.0,,0.0
2025-06-06 05:23:58+00:00,,,0.0,,0.0
2025-06-06 05:24:58+00:00,,,0.0,,0.0
2025-06-06 05:25:58+00:00,,,0.0,,0.0
2025-06-06 05:26:58+00:00,,,0.0,,0.0
2025-06-06 05:27:58+00:00,,,0.0,,0.0
2025-06-06 05:28:58+00:00,,,0.0,,0.0
2025-06-06 05:29:58+00:00,,,0.0,,0.0
2025-06-06 05:30:58+00:00,,,0.0,,0.0
2025-06-06 05:31:58+00:00,,,0.0,,0.0
2025-06-06 05:32:58+00:00,,,0.0,,0.0
2025-06-06 05:33:58+00:00,,,0.0,,0.0
2025-06-06 05:34:58+00:00,,,0.0,,0.0
2025-06-06 05:35:58+00:00,,,0.0,,0.0
2025-06-06 05:36:58+00:00,,,0.0,,0.0
2025-06-06 05:37:58+00:00,,,0.0,,0.0
2025-06-06 05:38:58+00:00,,,0.0,,0.0
2025-06-06 05:39:58+00:00,,,0.0,,0.0
2025-06-06 05:40:58+00:00,,,0.0,,0.0
2025-06-06 05:41:58+00:00,,,0.0,,0.0
2025-06-06 05:42:58+00:00,,,0.0,,0.0
2025-06-06 05:43:58+00:00,,,0.0,,0.0
2025-06-06 05:44:58+00:00,,,0.0,,0.0
2025-06-06 05:45:58+00:00,,,0.0,,0.0
2025-06-06 05:46:58+00:00,,,0.0,,0.0
2025-06-06 05:47:58+00:00,,,0.0,,0.0
2025-06-06 05:48:58+00:00,,,0.0,,0.0
2025-06-06 05:49:58+00:00,,,0.0,,0.0
2025-06-06 05:50:58+00:00,,,0.0,,0.0
2025-06-06 05:51:58+00:00,,,0.0,,0.0
2025-06-06 05:52:58+00:00,,,0.0,,0.0
2025-06-06 05:53:58+00:00,,,0.0,,0.0
2025-06-06 05:54:58+00:00,,,0.0,,0.0
2025-06-06 05:55:58+00:00,,,0.0,,0.0
2025-06-06 05:56:58+00:00,,,0.0,,0.0
2025-06-06 05:57:58+00:00,,,0.0,,0.0
2025-06-06 05:58:58+00:00,,,0.0,,0.0
2025-06-06 05:59:58+00:00,,,0.0,,0.0
2025-06-06 06:00:58+00:00,,,0.0,,0.0
2025-06-06 06:01:58+00:00,,,0.0,,0.0
2025-06-06 06:02:58+00:00,,,0.0,,0.0
2025-06-06 06:03:58+00:00,,,0.0,,0.0
2025-06-06 06:04:58+00:00,,,0.0,,0.0
2025-06-06 06:05:58+00:00,,,0.0,,0.0
2025-06-06 06:06:58+00:00,,,0.0,,0.0
2025-06-06 06:07:58+00:00,,,0.0,,0.0
2025-06-06 06:08:58+00:00,,,0.0,,0.0
2025-06-06 06:09:58+00:00,,,0.0,,0.0
2025-06-06 06:10:58+00:00,,,0.0,,0.0
2025-06-06 06:11:58+00:00,,,0.0,,0.0
2025-06-06 06:12:58+00:00,,,0.0,,0.0
2025-06-06 06:13:58+00:00,,,0.0,,0.0
2025-06-06 06:14:58+00:00,,,0.0,,0.0
2025-06-06 06:15:58+00:00,,,0.0,,0.0
2025-06-06 06:16:58+00:00,,,0.0,,0.0
2025-06-06 06:17:58+00:00,,,0.0,,0.0
2025-06-06 06:18:58+00:00,,,0.0,,0.0
2025-06-06 06:19:58+00:00,,,0.0,,0.0
2025-06-06 06:20:58+00:00,,,0.0,,0.0
2025-06-06 06:21:58+00:00,,,0.0,,0.0
2025-06-06 06:22:58+00:00,,,0.0,,0.0
2025-06-06 06:23:58+00:00,,,0.0,,0.0
2025-06-06 06:24:58+00:00,,,0.0,,0.0
2025-06-06 06:25:58+00:00,,,0.0,,0.0
2025-06-06 06:26:58+00:00,,,0.0,,0.0
2025-06-06 06:27:58+00:00,,,0.0,,0.0
2025-06-06 06:28:58+00:00,,,0.0,,0.0
2025-06-06 06:29:58+00:00,,,0.0,,0.0
2025-06-06 06:30:58+00:00,,,0.0,,0.0
2025-06-06 06:31:58+00:00,,,0.0,,0.0
2025-06-06 06:32:58+00:00,,,0.0,,0.0
2025-06-06 06:33:58+00:00,,,0.0,,0.0
2025-06-06 06:34:58+00:00,,,0.0,,0.0
2025-06-06 06:35:58+00:00,,,0.0,,0.0
2025-06-06 06:36:58+00:00,,,0.0,,0.0
2025-06-06 06:37:58+00:00,,,0.0,,0.0
2025-06-06 06:38:58+00:00,,,0.0,,0.0
2025-06-06 06:39:58+00:00,,,0.0,,0.0
2025-06-06 06:40:58+00:00,,,0.0,,0.0
2025-06-06 06:41:58+00:00,,,0.0,,0.0
2025-06-06 06:42:58+00:00,,,0.0,,0.0
2025-06-06 06:43:58+00:00,,,0.0,,0.0
2025-06-06 06:44:58+00:00,,,0.0,,0.0
2025-06-06 06:45:58+00:00,,,0.0,,0.0
2025-06-06 06:46:58+00:00,,,0.0,,0.0
2025-06-06 06:47:58+00:00,,,0.0,,0.0
2025-06-06 06:48:58+00:00,,,0.0,,0.0
2025-06-06 06:49:58+00:00,,,0.0,,0.0
2025-06-06 06:50:58+00:00,,,0.0,,0.0
2025-06-06 06:51:58+00:00,,,0.0,,0.0
2025-06-06 06:52:58+00:00,,,0.0,,0.0
2025-06-06 06:53:58+00:00,,,0.0,,0.0
2025-06-06 06:54:58+00:00,,,0.0,,0.0
2025-06-06 06:55:58+00:00,,,0.0,,0.0
2025-06-06 06:56:58+00:00,,,0.0,,0.0
2025-06-06 06:57:58+00:00,,,0.0,,0.0
2025-06-06 06:58:58+00:00,,,0.0,,0.0
2025-06-06 06:59:58+00:00,,,0.0,,0.0
2025-06-06 07:00:58+00:00,,,0.0,,0.0
2025-06-06 07:01:58+00:00,,,0.0,,0.0
2025-06-06 07:02:58+00:00,,,0.0,,0.0
2025-06-06 07:03:58+00:00,,,0.0,,0.0
2025-06-06 07:04:58+00:00,,,0.0,,0.0
2025-06-06 07:05:58+00:00,,,0.0,,0.0
2025-06-06 07:06:58+00:00,,,0.0,,0.0
2025-06-06 07:07:58+00:00,,,0.0,,0.0
2025-06-06 07:08:58+00:00,,,0.0,,0.0
2025-06-06 07:09:58+00:00,,,0.0,,0.0
2025-06-06 07:10:58+00:00,,,0.0,,0.0
2025-06-06 07:11:58+00:00,,,0.0,,0.0
